plant_id,raw_plant_id,canonical_key,canonical_scientific_name,family_name,source_name,source_url,retrieved_at
9a824a48-25db-561a-9282-b60925c14356,148,gbif:2853796,Crinum asiaticum L.,Amaryllidaceae,KNApSAcK World,https://www.gbif.org/species/2853796,2026-06-02T16:45:51+00:00
a628cf0c-a603-596e-8b61-a08c6b9751b4,24,gbif:2856297,Allium tuberosum Rottler ex Spreng.,Amaryllidaceae,KNApSAcK World,https://www.gbif.org/species/2856297,2026-06-02T16:45:51+00:00
61a98913-6049-5212-8482-2dc81251b4dd,21,gbif:2856307,Allium chinense G.Don,Amaryllidaceae,KNApSAcK World,https://www.gbif.org/species/2856307,2026-06-02T16:45:51+00:00
155a3638-b4de-5556-809a-4cc137946db6,22,gbif:2856504,Allium fistulosum L.,Amaryllidaceae,KNApSAcK World,https://www.gbif.org/species/2856504,2026-06-02T16:45:51+00:00
49061609-9ae6-568a-a985-cd7300ccd76b,23,gbif:2856681,Allium sativum L.,Amaryllidaceae,KNApSAcK World,https://www.gbif.org/species/2856681,2026-06-02T16:45:51+00:00
598ec78f-d280-5fcc-b8bb-c2acc0957374,20,gbif:2857697,Allium cepa L.,Amaryllidaceae,KNApSAcK World,https://www.gbif.org/species/2857697,2026-06-02T16:45:51+00:00
ea103730-c4b4-58c4-b58e-e30f9d5ba61a,530,gbif:2859976,Zephyranthes candida Herb.,Amaryllidaceae,KNApSAcK World,https://www.gbif.org/species/2859976,2026-06-02T16:45:52+00:00
cdc786c3-8bca-5b99-8e5a-e341e9f5ef1b,263,gbif:2868708,Homalomena occulta (Lour.) Schott,Araceae,KNApSAcK World,https://www.gbif.org/species/2868708,2026-06-02T16:45:51+00:00
a92ff767-3d00-527f-97aa-c6d17c9dd1fb,10,gbif:2873769,Acorus calamus L.,Acoraceae,KNApSAcK World,https://www.gbif.org/species/2873769,2026-06-02T16:45:51+00:00
1a2a2f3c-2693-533b-afe1-5b18300a0e89,376,gbif:2874211,Passiflora foetida L.,Passifloraceae,KNApSAcK World,https://www.gbif.org/species/2874211,2026-06-02T16:45:52+00:00
a02fd890-c756-5c36-8d4f-67efa3fea396,98,gbif:2874484,Carica papaya L.,Caricaceae,KNApSAcK World,https://www.gbif.org/species/2874484,2026-06-02T16:45:51+00:00
7c03fa34-7db4-58f6-8198-9b1f52eeaa9d,70,gbif:2874524,Benincasa hispida (Thunb.) Cogn.,Cucurbitaceae,KNApSAcK World,https://www.gbif.org/species/2874524,2026-06-02T16:45:51+00:00
e28caa16-d112-57d2-b6db-4430329784da,151,gbif:2874569,Cucumis sativus L.,Cucurbitaceae,KNApSAcK World,https://www.gbif.org/species/2874569,2026-06-02T16:45:51+00:00
00b03b5a-621c-5e2d-8b32-64177d61e42c,339,gbif:2874580,Momordica cochinchinensis (Lour.) Spreng.,Cucurbitaceae,KNApSAcK World,https://www.gbif.org/species/2874580,2026-06-02T16:45:51+00:00
c48c03d1-51ad-5322-944b-ed223e9f78d7,338,gbif:2874581,Momordica charantia L.,Cucurbitaceae,KNApSAcK World,https://www.gbif.org/species/2874581,2026-06-02T16:45:51+00:00
4e3afe00-209c-5830-a758-05993aeaa1db,451,gbif:2874612,Sechium edule (Jacq.) Sw.,Cucurbitaceae,KNApSAcK World,https://www.gbif.org/species/2874612,2026-06-02T16:45:52+00:00
64e34a76-a01e-5d45-93f8-dee2689066da,124,gbif:2874621,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,KNApSAcK World,https://www.gbif.org/species/2874621,2026-06-02T16:45:51+00:00
2699fc0b-ba70-5421-87fb-e4f9698879d8,513,gbif:2874852,Turnera ulmifolia L.,Turneraceae,KNApSAcK World,https://www.gbif.org/species/2874852,2026-06-02T16:45:52+00:00
519e2ff2-26db-549c-a1c7-52252728e7b3,73,gbif:2874863,Bixa orellana L.,Bixaceae,KNApSAcK World,https://www.gbif.org/species/2874863,2026-06-02T16:45:51+00:00
930a2ff9-23f1-5624-8ded-c87b3da62f54,356,gbif:2882429,Nymphaea lotus L.,Nymphaeaceae,KNApSAcK World,https://www.gbif.org/species/2882429,2026-06-02T16:45:52+00:00
e2d3573c-a835-5b22-8d7e-72a6ec69a84a,350,gbif:2882449,Nelumbo nucifera Gaertn.,Nelumbonaceae,KNApSAcK World,https://www.gbif.org/species/2882449,2026-06-02T16:45:52+00:00
b1af4455-a1f3-58ae-801d-d017fe5c8104,238,gbif:2882753,Gaultheria procumbens L.,Ericaceae,KNApSAcK World,https://www.gbif.org/species/2882753,2026-06-02T16:45:51+00:00
1b81f96c-cdb9-5515-b718-acb4eeef7663,315,gbif:2883352,Madhuca longifolia var. latifolia (Roxb.) A.Chev.,Sapotaceae,KNApSAcK World,https://www.gbif.org/species/2883352,2026-06-02T16:45:51+00:00
f2a5f8f4-943c-5649-9571-21911257ce21,335,gbif:2883768,Mimusops elengi L.,Sapotaceae,KNApSAcK World,https://www.gbif.org/species/2883768,2026-06-02T16:45:51+00:00
23188d80-167e-54a9-853a-d9df68f52164,320,gbif:2885158,Manilkara zapota (L.) P.Royen,Sapotaceae,KNApSAcK World,https://www.gbif.org/species/2885158,2026-06-02T16:45:51+00:00
a276ec76-a93d-5ff6-b99a-cca2b39a11a1,373,gbif:2888439,Papaver somniferum L.,Papaveraceae,KNApSAcK World,https://www.gbif.org/species/2888439,2026-06-02T16:45:52+00:00
49918304-230f-5233-bd85-90bf15b3ba90,517,gbif:2888763,Valeriana officinalis L.,Caprifoliaceae,KNApSAcK World,https://www.gbif.org/species/2888763,2026-06-02T16:45:52+00:00
c815c0cf-090e-5fa0-b957-b2770e62e524,430,gbif:2888864,Rheum palmatum L.,Polygonaceae,KNApSAcK World,https://www.gbif.org/species/2888864,2026-06-02T16:45:52+00:00
0d5f6e9d-7447-5837-a4f1-44e4eb507a22,444,gbif:2889785,Santalum album L.,Santalaceae,KNApSAcK World,https://www.gbif.org/species/2889785,2026-06-02T16:45:52+00:00
7ffe905a-6be3-5a37-b786-240f09cde9ff,528,gbif:2889811,Ximenia americana L.,Ximeniaceae,KNApSAcK World,https://www.gbif.org/species/2889811,2026-06-02T16:45:52+00:00
788f4b29-9c7d-593f-aaf6-ad890fc330d2,59,gbif:2891640,Averrhoa bilimbi L.,Oxalidaceae,KNApSAcK World,https://www.gbif.org/species/2891640,2026-06-02T16:45:51+00:00
42ac1560-b9da-5db9-ae25-b8b1c210ee67,60,gbif:2891641,Averrhoa carambola L.,Oxalidaceae,KNApSAcK World,https://www.gbif.org/species/2891641,2026-06-02T16:45:51+00:00
971c31b9-b4ea-5684-b3c4-d4ad4f0a1d89,271,gbif:2891773,Impatiens balsamina L.,Balsaminaceae,KNApSAcK World,https://www.gbif.org/species/2891773,2026-06-02T16:45:51+00:00
cd41e282-4b71-56ac-9087-3b576ab6d986,109,gbif:2891930,Casuarina equisetifolia L.,Casuarinaceae,KNApSAcK World,https://www.gbif.org/species/2891930,2026-06-02T16:45:51+00:00
87759e97-b16c-5114-80ef-4de17173d5f1,348,gbif:2892558,Mussaenda pubescens Dryand.,Rubiaceae,KNApSAcK World,https://www.gbif.org/species/2892558,2026-06-02T16:45:52+00:00
