alias_id,plant_id,alias_name,alias_key,alias_type,retrieved_at
52b6f10e-ec13-5dd1-986f-557429d03412,711ab4df-f760-5b91-9d28-87fc5c2896b4,Parkia speciosa Hassk.,parkia_speciosa_hassk,normalized_variant,2026-06-02T16:45:52+00:00
61dc73ec-878f-5c4e-8ef5-b29a605a4484,71609b4d-5377-5741-843f-bff0537a8517,Syzygium cumini (L.) Skeels,syzygium_cumini_l_skeels,normalized_variant,2026-06-02T16:45:52+00:00
aa36348d-5d31-5bd8-aef7-c1308a4dc787,72a69b6a-2a5a-57f6-8aed-609d5e8737b8,Pachyrhizus erosus (L.) Urb.,pachyrhizus_erosus_l_urb,normalized_variant,2026-06-02T16:45:52+00:00
0c94f913-6141-5d7b-bcb8-915db2accd16,72a69b6a-2a5a-57f6-8aed-609d5e8737b8,Pachyrrhizus erosus (L.) Urb.,pachyrrhizus_erosus_l_urb,synonym_variant,2026-06-02T16:45:52+00:00
976ea052-0e52-56d4-ad4f-be72fad45e4f,72b079c0-13e1-57e2-a299-7782302b5168,Phyllanthus reticulatus Poir.,phyllanthus_reticulatus_poir,normalized_variant,2026-06-02T16:45:52+00:00
f2eba34e-38b0-5572-8899-c57b96f6d755,72eebe7d-5ce5-53a1-9ff5-cc2b5b9be20e,Barleria lupulina Lindl.,barleria_lupulina_lindl,normalized_variant,2026-06-02T16:45:51+00:00
f17d72c0-6a20-5010-aab7-3d355c27923e,731dfbce-b15e-50d2-b73f-8e1081d094b4,Clausena excavata Burm.fil.,clausena_excavata_burm_fil,normalized_variant,2026-06-02T16:45:51+00:00
1123ea42-1ab5-5398-8196-b493c81d2dd2,74cf8bf9-c5b5-53b6-8968-02edb671e993,Woodfordia fruticosa (L.) Kurz,woodfordia_fruticosa_l_kurz,normalized_variant,2026-06-02T16:45:52+00:00
36b3b577-9725-5412-8914-0cb05831b1d7,74f37006-adf8-5307-8e65-834602250a2b,Lactuca indica L.,lactuca_indica_l,normalized_variant,2026-06-02T16:45:51+00:00
48b804bb-1a7a-5516-b0dd-2469db333594,75a36dd4-e72a-5c23-83e3-9f6e9a874e12,Jatropha podagrica Hook.,jatropha_podagrica_hook,normalized_variant,2026-06-02T16:45:51+00:00
4db92939-a950-54f7-9180-13eb915d1ab2,75d26f1b-3c84-5de4-879a-6e1c41c2b5e8,Baeckea frutescens L.,baeckea_frutescens_l,normalized_variant,2026-06-02T16:45:51+00:00
711de2e4-0d5c-5383-bb42-601d72662663,7600935c-c8c6-5fb1-a6da-ffba4d239d7c,Talipariti tiliaceum (L.) Fryxell,talipariti_tiliaceum_l_fryxell,normalized_variant,2026-06-02T16:45:52+00:00
669717a2-075c-5f8b-b501-a69584507175,7600935c-c8c6-5fb1-a6da-ffba4d239d7c,Hibiscus tiliaceus L.,hibiscus_tiliaceus_l,synonym_variant,2026-06-02T16:45:52+00:00
e6147b5e-adc0-5be7-837d-ed7532290f01,7633d19c-d864-5ac9-9eaa-acde77f9419e,Tinospora glabra (Burm.fil.) Merr.,tinospora_glabra_burm_fil_merr,normalized_variant,2026-06-02T16:45:52+00:00
3117df52-d791-5031-af61-239ab50543dc,76d675cb-5968-5870-ad50-5d7c01adfadb,Curcuma aeruginosa Roxb.,curcuma_aeruginosa_roxb,normalized_variant,2026-06-02T16:45:51+00:00
e9fe34dd-1d41-55ff-b598-7ce1d4c2afb3,7711a112-0b0f-54fd-b1fb-5648b924022d,Biancaea sappan (L.) Tod.,biancaea_sappan_l_tod,normalized_variant,2026-06-02T16:45:51+00:00
fa74605a-911e-53be-be7d-2da70725197b,7711a112-0b0f-54fd-b1fb-5648b924022d,Caesalpinia sappan L.,caesalpinia_sappan_l,synonym_variant,2026-06-02T16:45:51+00:00
75d0e53c-9162-5bec-8517-d24befe3eeda,771fe3e7-05ef-5d92-b819-e057630d41ed,Ricinus communis L.,ricinus_communis_l,normalized_variant,2026-06-02T16:45:52+00:00
967a0a96-74d3-5f18-909d-472c100ca0b8,7744bbdc-f810-5223-bd61-9bff46cc14b6,Strychnos nux-vomica L.,strychnos_nux_vomica_l,normalized_variant,2026-06-02T16:45:52+00:00
9a01786f-62d0-5d2a-a02b-d7b3f6b3065b,781384f7-6a6e-5882-9779-912b8b2ff2e8,Euphorbia tirucalli L.,euphorbia_tirucalli_l,normalized_variant,2026-06-02T16:45:51+00:00
e586a7e3-7cd0-505b-9e9c-201d8e69ea06,781883a9-0ea0-5cf4-a8af-bf097de258df,Oroxylum indicum (L.) Kurz,oroxylum_indicum_l_kurz,normalized_variant,2026-06-02T16:45:52+00:00
a0a43bb7-f537-506d-ab36-4b090b812d16,7878f28d-f36f-5ec7-92c3-5dac16717f41,Ceiba pentandra (L.) Gaertn.,ceiba_pentandra_l_gaertn,normalized_variant,2026-06-02T16:45:51+00:00
9823b413-9754-598b-974a-05273d3dea91,788f054d-0118-5597-b286-4b2e7545cc70,Dryobalanops aromatica C.F.Gaertn.,dryobalanops_aromatica_c_f_gaertn,normalized_variant,2026-06-02T16:45:51+00:00
988e19b1-44f6-57b7-968a-11bba007b978,788f4b29-9c7d-593f-aaf6-ad890fc330d2,Averrhoa bilimbi L.,averrhoa_bilimbi_l,normalized_variant,2026-06-02T16:45:51+00:00
489bcf48-c899-5b28-b255-26457a69d5f7,7a2474e0-42e9-5f23-8696-92e68750f96c,Tinospora crispa (L.) Miers ex Hook.fil. & Thomson,tinospora_crispa_l_miers_ex_hook_fil_thomson,normalized_variant,2026-06-02T16:45:52+00:00
26ccc26d-f9ea-5604-8730-1871193c503f,7a2474e0-42e9-5f23-8696-92e68750f96c,Tinospora tuberculata (Lam.) Beumée ex K.Heyne,tinospora_tuberculata_lam_beum_e_ex_k_heyne,synonym_variant,2026-06-02T16:45:52+00:00
7f067039-9b51-54ad-87b3-814fe23717d2,7a405d0a-78cf-5dd4-8ce9-267395c76a4b,Taraxacum mongolicum Hand.-Mazz.,taraxacum_mongolicum_hand_mazz,normalized_variant,2026-06-02T16:45:52+00:00
