canonical_key,ensembl_id,gene_symbol,approved_name,uniprot_accession,uniprot_source,organism_tax_id
uniprot:Q8TF76,ENSG00000177602,HASPIN,histone h3 associated protein kinase,Q8TF76,uniprot_swissprot,9606
uniprot:P05412,ENSG00000177606,JUN,"jun proto-oncogene, ap-1 transcription factor subunit",P05412,uniprot_swissprot,9606
uniprot:Q9H0L4,ENSG00000177613,CSTF2T,cleavage stimulation factor subunit 2 tau variant,Q9H0L4,uniprot_swissprot,9606
uniprot:P04062,ENSG00000177628,GBA1,glucosylceramidase beta 1,P04062,uniprot_swissprot,9606
ensembl:ENSG00000177640,ENSG00000177640,CASC2,cancer susceptibility 2,,,9606
uniprot:Q9H845,ENSG00000177646,ACAD9,acyl-coa dehydrogenase family member 9,Q9H845,uniprot_swissprot,9606
uniprot:Q96F46,ENSG00000177663,IL17RA,interleukin 17 receptor a,Q96F46,uniprot_swissprot,9606
uniprot:Q96AD5,ENSG00000177666,PNPLA2,"patatin like domain 2, triacylglycerol lipase",Q96AD5,uniprot_swissprot,9606
uniprot:Q96T53,ENSG00000177669,MBOAT4,membrane bound ghrelin o-acyltransferase mboat4,Q96T53,uniprot_swissprot,9606
uniprot:Q6EEV6,ENSG00000177688,SUMO4,small ubiquitin like modifier 4,Q6EEV6,uniprot_swissprot,9606
uniprot:Q58DX5,ENSG00000177694,NAALADL2,n-acetylated alpha-linked acidic dipeptidase like 2,Q58DX5,uniprot_swissprot,9606
uniprot:P48509,ENSG00000177697,CD151,cd151 molecule (raph blood group),P48509,uniprot_swissprot,9606
uniprot:Q8IXL6,ENSG00000177706,FAM20C,fam20c golgi associated secretory pathway kinase,Q8IXL6,uniprot_swissprot,9606
uniprot:O15370,ENSG00000177732,SOX12,sry-box transcription factor 12,O15370,uniprot_swissprot,9606
uniprot:Q8N8F6,ENSG00000177752,YIPF7,yip1 domain family member 7,Q8N8F6,uniprot_swissprot,9606
uniprot:Q8N300,ENSG00000177868,SVBP,small vasohibin binding protein,Q8N300,uniprot_swissprot,9606
uniprot:Q8N2I2,ENSG00000177873,ZNF619,zinc finger protein 619,Q8N2I2,uniprot_swissprot,9606
uniprot:P61088,ENSG00000177889,UBE2N,ubiquitin conjugating enzyme e2 n,P61088,uniprot_swissprot,9606
uniprot:B4DYI2,ENSG00000177910,SPATA31C2,spata31 subfamily c member 2,B4DYI2,uniprot_swissprot,9606
uniprot:Q8N6S5,ENSG00000177917,ARL6IP6,arf like gtpase 6 interacting protein 6,Q8N6S5,uniprot_swissprot,9606
uniprot:Q9NV31,ENSG00000177971,IMP3,imp u3 small nucleolar ribonucleoprotein 3,Q9NV31,uniprot_swissprot,9606
uniprot:Q6ZUB1,ENSG00000177992,SPATA31E1,spata31 subfamily e member 1,Q6ZUB1,uniprot_swissprot,9606
uniprot:Q2VPJ9,ENSG00000178026,LRRC75B,leucine rich repeat containing 75b,Q2VPJ9,uniprot_swissprot,9606
uniprot:Q8N6G6,ENSG00000178031,ADAMTSL1,adamts like 1,Q8N6G6,uniprot_swissprot,9606
uniprot:P12268,ENSG00000178035,IMPDH2,inosine monophosphate dehydrogenase 2,P12268,uniprot_swissprot,9606
uniprot:P58340,ENSG00000178053,MLF1,myeloid leukemia factor 1,P58340,uniprot_swissprot,9606
uniprot:Q9BU61,ENSG00000178057,NDUFAF3,nadh:ubiquinone oxidoreductase complex assembly factor 3,Q9BU61,uniprot_swissprot,9606
uniprot:Q5VU43,ENSG00000178104,PDE4DIP,phosphodiesterase 4d interacting protein,Q5VU43,uniprot_swissprot,9606
uniprot:Q13206,ENSG00000178105,DDX10,dead-box helicase 10,Q13206,uniprot_swissprot,9606
uniprot:P19404,ENSG00000178127,NDUFV2,nadh:ubiquinone oxidoreductase core subunit v2,P19404,uniprot_swissprot,9606
uniprot:Q8NC26,ENSG00000178150,ZNF114,zinc finger protein 114,Q8NC26,uniprot_swissprot,9606
uniprot:Q8N895,ENSG00000178175,ZNF366,zinc finger protein 366,Q8N895,uniprot_swissprot,9606
uniprot:Q8N3X6,ENSG00000178177,LCORL,ligand dependent nuclear receptor corepressor like,Q8N3X6,uniprot_swissprot,9606
uniprot:Q9BYG4,ENSG00000178184,PARD6G,par-6 family cell polarity regulator gamma,Q9BYG4,uniprot_swissprot,9606
uniprot:Q9NRF2,ENSG00000178188,SH2B1,sh2b adaptor protein 1,Q9NRF2,uniprot_swissprot,9606
uniprot:A2A288,ENSG00000178199,ZC3H12D,zinc finger ccch-type containing 12d,A2A288,uniprot_swissprot,9606
uniprot:Q7Z4H8,ENSG00000178202,POGLUT3,protein o-glucosyltransferase 3,Q7Z4H8,uniprot_swissprot,9606
uniprot:Q15149,ENSG00000178209,PLEC,plectin,Q15149,uniprot_swissprot,9606
uniprot:Q5SQS7,ENSG00000178217,SH2D4B,sh2 domain containing 4b,Q5SQS7,uniprot_swissprot,9606
uniprot:Q495C1,ENSG00000178222,RNF212,ring finger protein 212,Q495C1,uniprot_swissprot,9606
uniprot:Q5K4E3,ENSG00000178226,PRSS36,serine protease 36,Q5K4E3,uniprot_swissprot,9606
uniprot:Q8IW70,ENSG00000178233,TMEM151B,transmembrane protein 151b,Q8IW70,uniprot_swissprot,9606
uniprot:Q96PX8,ENSG00000178235,SLITRK1,slit and ntrk like family member 1,Q96PX8,uniprot_swissprot,9606
uniprot:Q05952,ENSG00000178279,TNP2,transition protein 2,Q05952,uniprot_swissprot,9606
uniprot:Q8NBQ7,ENSG00000178301,AQP11,aquaporin 11,Q8NBQ7,uniprot_swissprot,9606
uniprot:Q9UJ96,ENSG00000178342,KCNG2,potassium voltage-gated channel modifier subfamily g member 2,Q9UJ96,uniprot_swissprot,9606
uniprot:Q8N6M9,ENSG00000178381,ZFAND2A,zinc finger an1-type containing 2a,Q8N6M9,uniprot_swissprot,9606
uniprot:Q6ZWE6,ENSG00000178385,PLEKHM3,pleckstrin homology domain containing m3,Q6ZWE6,uniprot_swissprot,9606
uniprot:P08908,ENSG00000178394,HTR1A,5-hydroxytryptamine receptor 1a,P08908,uniprot_swissprot,9606
uniprot:Q5T5X7,ENSG00000178409,BEND3,ben domain containing 3,Q5T5X7,uniprot_swissprot,9606
uniprot:Q5TFE4,ENSG00000178425,NT5DC1,5'-nucleotidase domain containing 1,Q5TFE4,uniprot_swissprot,9606
uniprot:P23378,ENSG00000178445,GLDC,glycine decarboxylase,P23378,uniprot_swissprot,9606
uniprot:Q96I36,ENSG00000178449,COX14,cytochrome c oxidase assembly factor cox14,Q96I36,uniprot_swissprot,9606
uniprot:P10747,ENSG00000178562,CD28,cd28 molecule,P10747,uniprot_swissprot,9606
uniprot:Q7L775,ENSG00000178567,EPM2AIP1,epm2a interacting protein 1,Q7L775,uniprot_swissprot,9606
uniprot:Q15303,ENSG00000178568,ERBB4,erb-b2 receptor tyrosine kinase 4,Q15303,uniprot_swissprot,9606
uniprot:O75444,ENSG00000178573,MAF,maf bzip transcription factor,O75444,uniprot_swissprot,9606
uniprot:Q9NSA3,ENSG00000178585,CTNNBIP1,catenin beta interacting protein 1,Q9NSA3,uniprot_swissprot,9606
uniprot:O75460,ENSG00000178607,ERN1,endoplasmic reticulum to nucleus signaling 1,O75460,uniprot_swissprot,9606
uniprot:Q9HC97,ENSG00000178623,GPR35,g protein-coupled receptor 35,Q9HC97,uniprot_swissprot,9606
uniprot:Q8WYN3,ENSG00000178662,CSRNP3,cysteine and serine rich nuclear protein 3,Q8WYN3,uniprot_swissprot,9606
uniprot:Q15022,ENSG00000178691,SUZ12,suz12 polycomb repressive complex 2 subunit,Q15022,uniprot_swissprot,9606
uniprot:Q9H649,ENSG00000178694,NSUN3,nop2/sun rna methyltransferase 3,Q9H649,uniprot_swissprot,9606
uniprot:Q96CX2,ENSG00000178695,KCTD12,potassium channel tetramerization domain containing 12,Q96CX2,uniprot_swissprot,9606
uniprot:Q86XF0,ENSG00000178700,DHFR2,dihydrofolate reductase 2,Q86XF0,uniprot_swissprot,9606
uniprot:P20674,ENSG00000178741,COX5A,cytochrome c oxidase subunit 5a,P20674,uniprot_swissprot,9606
uniprot:Q8N4C7,ENSG00000178750,STX19,syntaxin 19,Q8N4C7,uniprot_swissprot,9606
uniprot:Q5XKK7,ENSG00000178761,FAM219B,family with sequence similarity 219 member b,Q5XKK7,uniprot_swissprot,9606
uniprot:Q9Y6X8,ENSG00000178764,ZHX2,zinc fingers and homeoboxes 2,Q9Y6X8,uniprot_swissprot,9606
uniprot:Q9UBL6,ENSG00000178773,CPNE7,copine 7,Q9UBL6,uniprot_swissprot,9606
uniprot:P34949,ENSG00000178802,MPI,mannose phosphate isomerase,P34949,uniprot_swissprot,9606
uniprot:O14841,ENSG00000178814,OPLAH,"5-oxoprolinase, atp-hydrolysing",O14841,uniprot_swissprot,9606
uniprot:Q9NXI6,ENSG00000178828,RNF186,ring finger protein 186,Q9NXI6,uniprot_swissprot,9606
uniprot:Q8IY85,ENSG00000178852,EFCAB13,ef-hand calcium binding domain 13,Q8IY85,uniprot_swissprot,9606
uniprot:Q96LR9,ENSG00000178878,APOLD1,apolipoprotein l domain containing 1,Q96LR9,uniprot_swissprot,9606
uniprot:Q6ZTI6,ENSG00000178882,RFLNA,refilin a,Q6ZTI6,uniprot_swissprot,9606
uniprot:O00358,ENSG00000178919,FOXE1,forkhead box e1,O00358,uniprot_swissprot,9606
uniprot:Q5T013,ENSG00000178922,HYI,hydroxypyruvate isomerase (putative),Q5T013,uniprot_swissprot,9606
uniprot:O14976,ENSG00000178950,GAK,cyclin g associated kinase,O14976,uniprot_swissprot,9606
uniprot:O95365,ENSG00000178951,ZBTB7A,zinc finger and btb domain containing 7a,O95365,uniprot_swissprot,9606
uniprot:Q9H9A7,ENSG00000178966,RMI1,recq mediated genome instability 1,Q9H9A7,uniprot_swissprot,9606
uniprot:Q8NHP7,ENSG00000178997,EXD1,exonuclease 3'-5' domain containing 1,Q8NHP7,uniprot_swissprot,9606
uniprot:Q96GD4,ENSG00000178999,AURKB,aurora kinase b,Q96GD4,uniprot_swissprot,9606
uniprot:Q5VTJ3,ENSG00000179023,KLHDC7A,kelch domain containing 7a,Q5VTJ3,uniprot_swissprot,9606
uniprot:Q15050,ENSG00000179041,RRS1,regulator of ribosome synthesis 1,Q15050,uniprot_swissprot,9606
uniprot:Q9P258,ENSG00000179051,RCC2,regulator of chromosome condensation 2,Q9P258,uniprot_swissprot,9606
uniprot:Q96MM3,ENSG00000179059,ZFP42,zfp42 zinc finger protein,Q96MM3,uniprot_swissprot,9606
uniprot:Q96LP6,ENSG00000179088,C12ORF42,chromosome 12 open reading frame 42,Q96LP6,uniprot_swissprot,9606
uniprot:P08574,ENSG00000179091,CYC1,cytochrome c1,P08574,uniprot_swissprot,9606
uniprot:O15534,ENSG00000179094,PER1,period circadian regulator 1,O15534,uniprot_swissprot,9606
uniprot:Q8N394,ENSG00000179104,TMTC2,transmembrane o-mannosyltransferase targeting cadherins 2,Q8N394,uniprot_swissprot,9606
uniprot:Q9Y285,ENSG00000179115,FARSA,phenylalanyl-trna synthetase subunit alpha,Q9Y285,uniprot_swissprot,9606
uniprot:Q8IYJ2,ENSG00000179133,C10ORF67,chromosome 10 open reading frame 67,Q8IYJ2,uniprot_swissprot,9606
uniprot:P19099,ENSG00000179142,CYP11B2,cytochrome p450 family 11 subfamily b member 2,P19099,uniprot_swissprot,9606
uniprot:P04066,ENSG00000179163,FUCA1,alpha-l-fucosidase 1,P04066,uniprot_swissprot,9606
uniprot:Q8NFP0,ENSG00000179165,PXT1,peroxisomal testis enriched protein 1,Q8NFP0,uniprot_swissprot,9606
uniprot:Q86UU5,ENSG00000179168,GGN,gametogenetin,Q86UU5,uniprot_swissprot,9606
uniprot:Q8N3J9,ENSG00000179195,ZNF664,zinc finger protein 664,Q8N3J9,uniprot_swissprot,9606
uniprot:P27797,ENSG00000179218,CALR,calreticulin,P27797,uniprot_swissprot,9606
uniprot:P55283,ENSG00000179242,CDH4,cadherin 4,P55283,uniprot_swissprot,9606
uniprot:Q06124,ENSG00000179295,PTPN11,protein tyrosine phosphatase non-receptor type 11,Q06124,uniprot_swissprot,9606
uniprot:P49761,ENSG00000179335,CLK3,cdc like kinase 3,P49761,uniprot_swissprot,9606
uniprot:P23769,ENSG00000179348,GATA2,gata binding protein 2,P23769,uniprot_swissprot,9606
uniprot:P78333,ENSG00000179399,GPC5,glypican 5,P78333,uniprot_swissprot,9606
uniprot:Q99592,ENSG00000179456,ZBTB18,zinc finger and btb domain containing 18,Q99592,uniprot_swissprot,9606
uniprot:Q4W4Y0,ENSG00000179476,DORIP1,dopamine receptor interacting protein 1,Q4W4Y0,uniprot_swissprot,9606
uniprot:Q9H0F6,ENSG00000179526,SHARPIN,shank associated rh domain interactor,Q9H0F6,uniprot_swissprot,9606
uniprot:Q6XYB7,ENSG00000179528,LBX2,ladybird homeobox 2,Q6XYB7,uniprot_swissprot,9606
uniprot:Q96CN9,ENSG00000179562,GCC1,grip and coiled-coil domain containing 1,Q96CN9,uniprot_swissprot,9606
uniprot:P33076,ENSG00000179583,CIITA,class ii major histocompatibility complex transactivator,P33076,uniprot_swissprot,9606
uniprot:Q8IX07,ENSG00000179588,ZFPM1,"zinc finger protein, fog family member 1",Q8IX07,uniprot_swissprot,9606
uniprot:O00222,ENSG00000179603,GRM8,glutamate metabotropic receptor 8,O00222,uniprot_swissprot,9606
uniprot:Q8IV20,ENSG00000179630,LACC1,laccase domain containing 1,Q8IV20,uniprot_swissprot,9606
uniprot:Q9H063,ENSG00000179632,MAF1,maf1 negative regulator of rna polymerase iii,Q9H063,uniprot_swissprot,9606
uniprot:Q8N4G2,ENSG00000179674,ARL14,arf like gtpase 14,Q8N4G2,uniprot_swissprot,9606
uniprot:Q9UH17,ENSG00000179750,APOBEC3B,apolipoprotein b mrna editing enzyme catalytic subunit 3b,Q9UH17,uniprot_swissprot,9606
uniprot:O43638,ENSG00000179772,FOXS1,forkhead box s1,O43638,uniprot_swissprot,9606
uniprot:P33151,ENSG00000179776,CDH5,cadherin 5,P33151,uniprot_swissprot,9606
uniprot:Q96PB8,ENSG00000179796,LRRC3B,leucine rich repeat containing 3b,Q96PB8,uniprot_swissprot,9606
uniprot:Q14140,ENSG00000179833,SERTAD2,serta domain containing 2,Q14140,uniprot_swissprot,9606
uniprot:Q17RQ9,ENSG00000179846,NKPD1,ntpase kap family p-loop domain containing 1,Q17RQ9,uniprot_swissprot,9606
uniprot:Q96RK1,ENSG00000179862,CITED4,cbp/p300 interacting transactivator with ed-rich tail 4,Q96RK1,uniprot_swissprot,9606
uniprot:Q86UQ4,ENSG00000179869,ABCA13,atp binding cassette subfamily a member 13,Q86UQ4,uniprot_swissprot,9606
uniprot:Q6P996,ENSG00000179889,PDXDC1,pyridoxal dependent decarboxylase domain containing 1,Q6P996,uniprot_swissprot,9606
uniprot:Q13106,ENSG00000179909,ZNF154,zinc finger protein 154,Q13106,uniprot_swissprot,9606
uniprot:Q8WWA0,ENSG00000179914,ITLN1,intelectin 1,Q8WWA0,uniprot_swissprot,9606
uniprot:P58400,ENSG00000179915,NRXN1,neurexin 1,P58400,uniprot_swissprot,9606
uniprot:Q8TDU6,ENSG00000179921,GPBAR1,g protein-coupled bile acid receptor 1,Q8TDU6,uniprot_swissprot,9606
uniprot:P51685,ENSG00000179934,CCR8,c-c motif chemokine receptor 8,P51685,uniprot_swissprot,9606
uniprot:Q9UHX1,ENSG00000179950,PUF60,poly(u) binding splicing factor 60,Q9UHX1,uniprot_swissprot,9606
uniprot:Q9H773,ENSG00000179958,DCTPP1,dctp pyrophosphatase 1,Q9H773,uniprot_swissprot,9606
uniprot:P30953,ENSG00000180016,OR1E1,olfactory receptor family 1 subfamily e member 1,P30953,uniprot_swissprot,9606
uniprot:F5H4A9,ENSG00000180044,C3ORF80,chromosome 3 open reading frame 80,F5H4A9,uniprot_swissprot,9606
uniprot:A6NCS4,ENSG00000180053,NKX2-6,nk2 homeobox 6,A6NCS4,uniprot_swissprot,9606
uniprot:P07101,ENSG00000180176,TH,tyrosine hydroxylase,P07101,uniprot_swissprot,9606
uniprot:P00734,ENSG00000180210,F2,"coagulation factor ii, thrombin",P00734,uniprot_swissprot,9606
uniprot:Q6AI14,ENSG00000180251,SLC9A4,solute carrier family 9 member a4,Q6AI14,uniprot_swissprot,9606
uniprot:Q6ZV73,ENSG00000180263,FGD6,"fyve, rhogef and ph domain containing 6",Q6ZV73,uniprot_swissprot,9606
uniprot:Q6DWJ6,ENSG00000180269,GPR139,g protein-coupled receptor 139,Q6DWJ6,uniprot_swissprot,9606
uniprot:Q8N7P1,ENSG00000180287,PLD5,phospholipase d family member 5,Q8N7P1,uniprot_swissprot,9606
uniprot:Q8N8W4,ENSG00000180316,PNPLA1,"patatin like domain 1, omega-hydroxyceramide transacylase",Q8N8W4,uniprot_swissprot,9606
uniprot:A2RUB1,ENSG00000180336,MEIOC,meiosis specific with coiled-coil domain,A2RUB1,uniprot_swissprot,9606
uniprot:Q14332,ENSG00000180340,FZD2,frizzled class receptor 2,Q14332,uniprot_swissprot,9606
uniprot:Q4W5G0,ENSG00000180346,TIGD2,tigger transposable element derived 2,Q4W5G0,uniprot_swissprot,9606
uniprot:Q6ZRS4,ENSG00000180347,ITPRID1,itpr interacting domain containing 1,Q6ZRS4,uniprot_swissprot,9606
uniprot:O15014,ENSG00000180357,ZNF609,zinc finger protein 609,O15014,uniprot_swissprot,9606
uniprot:Q13177,ENSG00000180370,PAK2,p21 (rac1) activated kinase 2,Q13177,uniprot_swissprot,9606
uniprot:P54826,ENSG00000180447,GAS1,growth arrest specific 1,P54826,uniprot_swissprot,9606
uniprot:Q92619,ENSG00000180448,ARHGAP45,rho gtpase activating protein 45,Q92619,uniprot_swissprot,9606
uniprot:Q8NAN2,ENSG00000180488,MIGA1,mitoguardin 1,Q8NAN2,uniprot_swissprot,9606
uniprot:P48552,ENSG00000180530,NRIP1,nuclear receptor interacting protein 1,P48552,uniprot_swissprot,9606
uniprot:Q93077,ENSG00000180573,H2AC6,h2a clustered histone 6,Q93077,uniprot_swissprot,9606
uniprot:Q1XH10,ENSG00000180592,SKIDA1,ski/dach domain containing 1,Q1XH10,uniprot_swissprot,9606
uniprot:P62807,ENSG00000180596,H2BC4,h2b clustered histone 4,P62807,uniprot_swissprot,9606
uniprot:Q8IYB1,ENSG00000180611,MB21D2,mab-21 domain containing 2,Q8IYB1,uniprot_swissprot,9606
uniprot:P30874,ENSG00000180616,SSTR2,somatostatin receptor 2,P30874,uniprot_swissprot,9606
uniprot:Q96JF6,ENSG00000180626,ZNF594,zinc finger protein 594,Q96JF6,uniprot_swissprot,9606
uniprot:P14222,ENSG00000180644,PRF1,perforin 1,P14222,uniprot_swissprot,9606
uniprot:Q6YI46,ENSG00000180694,TMEM64,transmembrane protein 64,Q6YI46,uniprot_swissprot,9606
uniprot:P08173,ENSG00000180720,CHRM4,cholinergic receptor muscarinic 4,P08173,uniprot_swissprot,9606
uniprot:P50052,ENSG00000180772,AGTR2,angiotensin ii receptor type 2,P50052,uniprot_swissprot,9606
uniprot:Q6ZN16,ENSG00000180815,MAP3K15,mitogen-activated protein kinase kinase kinase 15,Q6ZN16,uniprot_swissprot,9606
uniprot:Q9NYD6,ENSG00000180818,HOXC10,homeobox c10,Q9NYD6,uniprot_swissprot,9606
uniprot:Q8NFJ8,ENSG00000180828,BHLHE22,basic helix-loop-helix family member e22,Q8NFJ8,uniprot_swissprot,9606
uniprot:Q9Y2A4,ENSG00000180855,ZNF443,zinc finger protein 443,Q9Y2A4,uniprot_swissprot,9606
uniprot:P25025,ENSG00000180871,CXCR2,c-x-c motif chemokine receptor 2,P25025,uniprot_swissprot,9606
uniprot:A0A494C1K0,ENSG00000180872,DEFB112,defensin beta 112,A0A494C1K0,uniprot_trembl,9606
uniprot:Q9H772,ENSG00000180875,GREM2,"gremlin 2, dan family bmp antagonist",Q9H772,uniprot_swissprot,9606
uniprot:Q9NWM3,ENSG00000180891,CUEDC1,cue domain containing 1,Q9NWM3,uniprot_swissprot,9606
uniprot:Q14160,ENSG00000180900,SCRIB,scribble planar cell polarity protein,Q14160,uniprot_swissprot,9606
uniprot:Q8N465,ENSG00000180902,D2HGDH,d-2-hydroxyglutarate dehydrogenase,Q8N465,uniprot_swissprot,9606
uniprot:P30559,ENSG00000180914,OXTR,oxytocin receptor,P30559,uniprot_swissprot,9606
uniprot:P48739,ENSG00000180957,PITPNB,phosphatidylinositol transfer protein beta,P48739,uniprot_swissprot,9606
uniprot:O95561,ENSG00000180999,C1ORF105,chromosome 1 open reading frame 105,O95561,uniprot_swissprot,9606
uniprot:Q6ZW61,ENSG00000181004,BBS12,bardet-biedl syndrome 12,Q6ZW61,uniprot_swissprot,9606
uniprot:P15559,ENSG00000181019,NQO1,nad(p)h quinone dehydrogenase 1,P15559,uniprot_swissprot,9606
uniprot:Q8IUR0,ENSG00000181029,TRAPPC5,trafficking protein particle complex subunit 5,Q8IUR0,uniprot_swissprot,9606
uniprot:Q9UNE2,ENSG00000181031,RPH3AL,rabphilin 3a like (without c2 domains),Q9UNE2,uniprot_swissprot,9606
uniprot:Q9Y241,ENSG00000181061,HIGD1A,hig1 hypoxia inducible domain family member 1a,Q9Y241,uniprot_swissprot,9606
uniprot:P08172,ENSG00000181072,CHRM2,cholinergic receptor muscarinic 2,P08172,uniprot_swissprot,9606
uniprot:Q15848,ENSG00000181092,ADIPOQ,"adiponectin, c1q and collagen domain containing",Q15848,uniprot_swissprot,9606
uniprot:P25116,ENSG00000181104,F2R,coagulation factor ii thrombin receptor,P25116,uniprot_swissprot,9606
uniprot:Q8WXI7,ENSG00000181143,MUC16,"mucin 16, cell surface associated",Q8WXI7,uniprot_swissprot,9606
uniprot:P06748,ENSG00000181163,NPM1,nucleophosmin 1,P06748,uniprot_swissprot,9606
uniprot:Q8NG27,ENSG00000181191,PJA1,praja ring finger ubiquitin ligase 1,Q8NG27,uniprot_swissprot,9606
uniprot:Q96HY7,ENSG00000181192,DHTKD1,dehydrogenase e1 and transketolase domain containing 1,Q96HY7,uniprot_swissprot,9606
uniprot:P01210,ENSG00000181195,PENK,proenkephalin,P01210,uniprot_swissprot,9606
uniprot:Q6NUN9,ENSG00000181220,ZNF746,zinc finger protein 746,Q6NUN9,uniprot_swissprot,9606
uniprot:A0A6Q8PGB0,ENSG00000181222,POLR2A,rna polymerase ii subunit a,A0A6Q8PGB0,uniprot_trembl,9606
uniprot:Q8N3T6,ENSG00000181234,TMEM132C,transmembrane protein 132c,Q8N3T6,uniprot_swissprot,9606
uniprot:Q6ZRR5,ENSG00000181264,TLCD5,tlc domain containing 5,Q6ZRR5,uniprot_swissprot,9606
uniprot:O75474,ENSG00000181274,FRAT2,frat regulator of wnt signaling pathway 2,O75474,uniprot_swissprot,9606
ensembl:ENSG00000181282,ENSG00000181282,OR5AK3P,olfactory receptor family 5 subfamily ak member 3 pseudogene,,,9606
uniprot:Q6IEE7,ENSG00000181291,TMEM132E,transmembrane protein 132e,Q6IEE7,uniprot_swissprot,9606
uniprot:Q86XW9,ENSG00000181322,NME9,nme/nm23 family member 9,Q86XW9,uniprot_swissprot,9606
uniprot:P48431,ENSG00000181449,SOX2,sry-box transcription factor 2,P48431,uniprot_swissprot,9606
uniprot:Q9NWC5,ENSG00000181458,TMEM45A,transmembrane protein 45a,Q9NWC5,uniprot_swissprot,9606
uniprot:P61225,ENSG00000181467,RAP2B,"rap2b, member of ras oncogene family",P61225,uniprot_swissprot,9606
uniprot:Q8NC06,ENSG00000181513,ACBD4,acyl-coa binding domain containing 4,Q8NC06,uniprot_swissprot,9606
uniprot:Q9Y586,ENSG00000181541,MAB21L2,mab-21 like 2,Q9Y586,uniprot_swissprot,9606
uniprot:Q8NB91,ENSG00000181544,FANCB,fa complementation group b,Q8NB91,uniprot_swissprot,9606
uniprot:Q9BYW2,ENSG00000181555,SETD2,"set domain containing 2, histone lysine methyltransferase",Q9BYW2,uniprot_swissprot,9606
uniprot:Q9Y3D9,ENSG00000181610,MRPS23,mitochondrial ribosomal protein s23,Q9Y3D9,uniprot_swissprot,9606
uniprot:O95150,ENSG00000181634,TNFSF15,tnf superfamily member 15,O95150,uniprot_swissprot,9606
uniprot:P10072,ENSG00000181666,ZNF875,zinc finger protein 875,P10072,uniprot_swissprot,9606
uniprot:Q6DJT9,ENSG00000181690,PLAG1,plag1 zinc finger,Q6DJT9,uniprot_swissprot,9606
uniprot:Q9HC78,ENSG00000181722,ZBTB20,zinc finger and btb domain containing 20,Q9HC78,uniprot_swissprot,9606
uniprot:Q8NDZ4,ENSG00000181744,DIPK2A,divergent protein kinase domain 2a,Q8NDZ4,uniprot_swissprot,9606
uniprot:Q96GV9,ENSG00000181751,MACIR,macrophage immunometabolism regulator,Q96GV9,uniprot_swissprot,9606
uniprot:P46089,ENSG00000181773,GPR3,g protein-coupled receptor 3,P46089,uniprot_swissprot,9606
uniprot:Q8TC94,ENSG00000181786,ACTL9,actin like 9,Q8TC94,uniprot_swissprot,9606
uniprot:O43255,ENSG00000181788,SIAH2,siah e3 ubiquitin protein ligase 2,O43255,uniprot_swissprot,9606
uniprot:Q9Y678,ENSG00000181789,COPG1,coat protein complex i subunit gamma 1,Q9Y678,uniprot_swissprot,9606
uniprot:Q8IVB4,ENSG00000181804,SLC9A9,solute carrier family 9 member a9,Q8IVB4,uniprot_swissprot,9606
uniprot:Q96A29,ENSG00000181830,SLC35C1,solute carrier family 35 member c1,Q96A29,uniprot_swissprot,9606
uniprot:Q495A1,ENSG00000181847,TIGIT,t cell immunoreceptor with ig and itim domains,Q495A1,uniprot_swissprot,9606
uniprot:P14672,ENSG00000181856,SLC2A4,solute carrier family 2 member 4,P14672,uniprot_swissprot,9606
uniprot:Q8N4E7,ENSG00000181867,FTMT,ferritin mitochondrial,Q8N4E7,uniprot_swissprot,9606
uniprot:O95471,ENSG00000181885,CLDN7,claudin 7,O95471,uniprot_swissprot,9606
uniprot:Q96SZ5,ENSG00000181915,ADO,2-aminoethanethiol dioxygenase,Q96SZ5,uniprot_swissprot,9606
uniprot:Q8NGM1,ENSG00000181939,OR4C15,olfactory receptor family 4 subfamily c member 15,Q8NGM1,uniprot_swissprot,9606
uniprot:Q8NH70,ENSG00000181961,OR4A16,olfactory receptor family 4 subfamily a member 16,Q8NH70,uniprot_swissprot,9606
uniprot:P62304,ENSG00000182004,SNRPE,small nuclear ribonucleoprotein polypeptide e,P62304,uniprot_swissprot,9606
uniprot:Q8IZC4,ENSG00000182010,RTKN2,rhotekin 2,Q8IZC4,uniprot_swissprot,9606
uniprot:Q7LFX5,ENSG00000182022,CHST15,carbohydrate sulfotransferase 15,Q7LFX5,uniprot_swissprot,9606
uniprot:A6NDI0,ENSG00000182053,TRIM49B,tripartite motif containing 49b,A6NDI0,uniprot_swissprot,9606
uniprot:P48735,ENSG00000182054,IDH2,isocitrate dehydrogenase (nadp(+)) 2,P48735,uniprot_swissprot,9606
uniprot:Q6IFH4,ENSG00000182083,OR6B2,olfactory receptor family 6 subfamily b member 2,Q6IFH4,uniprot_swissprot,9606
uniprot:Q4ZIN3,ENSG00000182087,TMEM259,transmembrane protein 259,Q4ZIN3,uniprot_swissprot,9606
uniprot:O15417,ENSG00000182095,TNRC18,trinucleotide repeat containing 18,O15417,uniprot_swissprot,9606
uniprot:O95424,ENSG00000182108,DEXI,dexi homolog,O95424,uniprot_swissprot,9606
uniprot:A6NP11,ENSG00000182111,ZNF716,zinc finger protein 716,A6NP11,uniprot_swissprot,9606
uniprot:Q9Y2W6,ENSG00000182134,TDRKH,tudor and kh domain containing,Q9Y2W6,uniprot_swissprot,9606
uniprot:P17019,ENSG00000182141,ZNF708,zinc finger protein 708,P17019,uniprot_swissprot,9606
