alias_id,alias_key,alias_name,disease_id,disease_key,alias_type,alias_source,retrieved_at,source_reference_clean,batch_id,created_at
0520e912-4f3d-5668-9e54-ca071acac24a,mafld,mafld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
37c9c3cc-3b44-5ec4-b7f6-4d5c33ef7e48,metabolic_dysfunction_associated_fatty_liver_disease,metabolic dysfunction-associated fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
6e11a415-86a4-5471-a439-fa6daddc9803,metabolic_dysfunction_related_steatotic_liver_disease,metabolic dysfunction-related steatotic liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
85eb6ac5-d9dd-5698-8716-f4fbd6e653d5,metabolic_associated_fatty_liver_disease,metabolic-associated fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
2be0238e-34f2-5c30-a11e-c87dee32ab4b,nafld,nafld,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
6dc9db40-4f8e-5d7e-b860-21312cfa92b8,non_alcoholic_fatty_liver_disease,non-alcoholic fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
a801fb70-8561-581e-a79c-831aec0ffdef,nonalcoholic_fatty_liver_disease,nonalcoholic fatty liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
24f3a1f3-a287-5a03-8299-e7dc28743bd0,metabolic_dysfunction_associated_steatotic_liver_disease,metabolic dysfunction-associated steatotic liver disease,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,ontology_label,ontology_label,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
969d7f8a-2bff-5560-9e6d-efbc816d6323,fatty_liver,fatty liver,45b40aac-c9f1-5932-97c0-6a13bb7e8752,masld,user_alias,aliases,2026-06-08T06:39:03+00:00,NIDDK,D001,2026-06-08T06:39:03+00:00
f3d32142-9f8d-56b7-9240-561ccfcb5e54,breast_tumor,breast tumor,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
05686ca2-4734-5b2a-8be0-16b65945e896,malignant_neoplasm_of_breast,malignant neoplasm of breast,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
91f4afd4-875b-59df-a0ef-cfa2797d1a21,malignant_tumor_of_the_breast,malignant tumor of the breast,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
a549419d-ddab-53c9-809a-ce1e5c200743,mammary_cancer,mammary cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
eaeb42fe-ad6a-57e9-956a-f920b747bb21,mammary_tumor,mammary tumor,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
6afca4ec-01cf-554e-bdd0-4eb95bd2e1fd,primary_breast_cancer,primary breast cancer,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
466bc502-59de-5420-abe5-c8cbcc6760c9,mammary_carcinoma,mammary carcinoma,ee8cd905-ac90-5695-8a6a-9795c61923e6,breast_cancer,user_alias,aliases,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
7c911d27-5db3-5682-8ade-4cb2f7deb6d9,colon_cancer,colon cancer,37d4f6a9-1969-5cca-9056-df6b65a8dbec,colorectal_cancer,user_alias,aliases,2026-06-08T06:39:03+00:00,IARC / WHO,D001,2026-06-08T06:39:03+00:00
d1e433da-b4b6-554f-9c68-f4f931472340,rectal_cancer,rectal cancer,37d4f6a9-1969-5cca-9056-df6b65a8dbec,colorectal_cancer,user_alias,aliases,2026-06-08T06:39:03+00:00,IARC / WHO,D001,2026-06-08T06:39:03+00:00
45b568a1-8294-5910-b2af-312ff2f25249,chd,chd,0c3a55be-3fb0-55e1-a87e-b45227eaf3ca,ischemic_heart_disease,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
79883d49-3758-5c45-826b-b6b1f5381966,coronary_arteriosclerosis,coronary arteriosclerosis,0c3a55be-3fb0-55e1-a87e-b45227eaf3ca,ischemic_heart_disease,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
cd00182f-095f-5517-addb-8d78946cdf68,coronary_disease,coronary disease,0c3a55be-3fb0-55e1-a87e-b45227eaf3ca,ischemic_heart_disease,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
02a0774c-a7bd-5c2f-b5e0-71707822d8ad,coronary_heart_disease,coronary heart disease,0c3a55be-3fb0-55e1-a87e-b45227eaf3ca,ischemic_heart_disease,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
bed78650-09a4-5ccb-94ce-7b5a7fcd2103,myocardial_ischemia,myocardial ischemia,0c3a55be-3fb0-55e1-a87e-b45227eaf3ca,ischemic_heart_disease,ontology_synonym,ontology_synonyms,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
c1b06465-17d7-5a10-a175-e1b0d1904947,coronary_artery_disease,coronary artery disease,0c3a55be-3fb0-55e1-a87e-b45227eaf3ca,ischemic_heart_disease,ontology_label,ontology_label,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
366cfeb8-ff48-5c16-b2d6-270abaf3f4c7,alzheimer_disease,alzheimer disease,6f1bb6c8-53ac-5a3b-bcba-ad9ae2f16c60,alzheimer_s_disease,ontology_label,ontology_label,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
fa9eab68-c856-51c9-9800-c1b2303c96a7,ad,ad,6f1bb6c8-53ac-5a3b-bcba-ad9ae2f16c60,alzheimer_s_disease,user_alias,aliases,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
b61d67c2-f4e5-55f6-9e08-930d611d6926,late_onset_alzheimer_s,late-onset alzheimer's,6f1bb6c8-53ac-5a3b-bcba-ad9ae2f16c60,alzheimer_s_disease,user_alias,aliases,2026-06-08T06:39:03+00:00,WHO fact sheet,D001,2026-06-08T06:39:03+00:00
