alias_map_id,alias,alias_key,disease_key,disease_id,type,source_id,source_name,source_url,source_batch_id,retrieved_at,confidence,created_at
9ec91f29-e03f-502f-9c1f-dc5a2d6d52ae,type 2 diabetes mellitus,type_2_diabetes_mellitus,type_2_diabetes_mellitus,079e61f1-4104-59c4-9c16-c77fe87dfeae,primary,D001,curated_disease_seed,https://disease-ontology.org/?id=DOID_9352,D001,,0.9,2026-06-02T11:19:35+00:00
c812c1b0-ee79-54fd-9cf1-56c17d7a90ab,t2dm,t2dm,type_2_diabetes_mellitus,079e61f1-4104-59c4-9c16-c77fe87dfeae,user_alias,D001,curated_disease_seed,https://disease-ontology.org/?id=DOID_9352,D001,,0.9,2026-06-02T11:19:35+00:00
0b65e3c2-59dd-5276-992f-c8d2b071f289,hypertension,hypertension,hypertension,bdbf1095-0cdc-5827-9694-2488d840a243,primary,D002,curated_disease_seed,https://disease-ontology.org/?id=DOID_10763,D001,,0.9,2026-06-02T11:19:35+00:00
cdfc63a3-4910-5141-8008-c0e1c2988e05,high blood pressure,high_blood_pressure,hypertension,bdbf1095-0cdc-5827-9694-2488d840a243,user_alias,D002,curated_disease_seed,https://disease-ontology.org/?id=DOID_10763,D001,,0.9,2026-06-02T11:19:35+00:00
48817ebb-e91a-5ae5-a249-a6598cb0c935,obesity,obesity,obesity,b4f3df9e-a237-5eca-87b8-fb18793c4acf,primary,D003,curated_disease_seed,https://disease-ontology.org/?id=DOID_9970,D001,,0.9,2026-06-02T11:19:35+00:00
530892a7-b31b-5336-871e-c8dbd672ffde,overweight and obesity,overweight_and_obesity,obesity,b4f3df9e-a237-5eca-87b8-fb18793c4acf,user_alias,D003,curated_disease_seed,https://disease-ontology.org/?id=DOID_9970,D001,,0.9,2026-06-02T11:19:35+00:00
2b95a104-4806-5aa5-a1d4-d24aa178fc98,osteoarthritis,osteoarthritis,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,primary,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID_8398,D001,,0.9,2026-06-02T11:19:35+00:00
d4b021ad-70ae-5206-83c5-8e1b381ff53a,oa,oa,osteoarthritis,621e639c-6dfb-59ef-ad1e-c28702b6e592,user_alias,D004,curated_disease_seed,https://disease-ontology.org/?id=DOID_8398,D001,,0.9,2026-06-02T11:19:35+00:00
51c384c6-1838-51a6-93c0-60344b60d713,rheumatoid arthritis,rheumatoid_arthritis,rheumatoid_arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,primary,D005,curated_disease_seed,https://disease-ontology.org/?id=DOID_7148,D001,,0.9,2026-06-02T11:19:35+00:00
9da0eaa7-9feb-5b0a-a6cc-e9f6f60f6626,ra,ra,rheumatoid_arthritis,d5128efd-aa44-55be-90c9-ba2b2e7895dd,user_alias,D005,curated_disease_seed,https://disease-ontology.org/?id=DOID_7148,D001,,0.9,2026-06-02T11:19:35+00:00
f6deb3b9-8f4e-5d39-b768-9ac2cde80d9e,asthma,asthma,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,primary,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID_2841,D001,,0.9,2026-06-02T11:19:35+00:00
c796d54c-b3cf-56d2-be20-b2f573b9386c,bronchial asthma,bronchial_asthma,asthma,12b38af1-6f63-54a2-9d85-01b1c9811269,user_alias,D006,curated_disease_seed,https://disease-ontology.org/?id=DOID_2841,D001,,0.9,2026-06-02T11:19:35+00:00
b5ec4f92-e0c9-5a98-a5fb-ff5749af1d75,copd,copd,copd,4970fd41-591e-59b2-a423-7da28775c338,primary,D007,curated_disease_seed,https://disease-ontology.org/?id=DOID_3083,D001,,0.9,2026-06-02T11:19:35+00:00
3896e2c8-8bf0-5f25-b6d8-ab0b9a789b4d,chronic obstructive pulmonary disease,chronic_obstructive_pulmonary_disease,copd,4970fd41-591e-59b2-a423-7da28775c338,user_alias,D007,curated_disease_seed,https://disease-ontology.org/?id=DOID_3083,D001,,0.9,2026-06-02T11:19:35+00:00
