compound_candidate_member_id,compound_candidate_id,source_row_hash,source_compound_key,plant_id,canonical_plant_id,c_id,cas_id,metabolite,normalized_metabolite_name,normalized_metabolite_key,normalized_cas_id,normalized_cas_key,normalized_formula,normalized_formula_key,normalization_status,review_reason,chosen_pubchem_cid,chosen_chembl_id,chosen_inchi_key,chosen_smiles,member_enrichment_status,member_confidence
cmpcandm_8ffa73b024a15381,cmpcand_0f27616d6ad9e016,eb675168ba7893d7d91ce1b58fb3aaded3de3692dfff57d7905e4dc25495cc1a,6f9e754ac3f9426087a7f2993826d2165a9b512a6dbaba0b65b414ffc018bd02,110,82633059-85b7-5cd5-a16a-442a54ac58fb,C00001704,2468-21-5,Catharanthine,Catharanthine,catharanthine,2468-21-5,2468215,C21H24N2O2,c21h24n2o2,ready,,,CHEMBL2163793,CMKFQVZJOWHHDV-NQZBTDCJSA-N,CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,conflict,0.9900
cmpcandm_d4aad493cbf16ed4,cmpcand_1fd8fd415801ca87,46b7cefa36300703ae62051d08c00b05af9e6cd02b0e5ad9e1da920d92983dba,47e195d0b9fc7ae0c009f382a00dc88d37f8d9ba9d9236c4d2647bbe9c27ab98,96,c477b8f8-e78f-5e79-a309-76b5966d0a24,C00052644,24683-00-9,2-Methoxy-3-isobutylpyrazine,2-Methoxy-3-isobutylpyrazine,2methoxy3isobutylpyrazine,24683-00-9,24683009,C9H14N2O,c9h14n2o,ready,,,CHEMBL97355,UXFSPRAGHGMRSQ-UHFFFAOYSA-N,COc1nccnc1CC(C)C,conflict,0.9900
cmpcandm_08dec3622b4613b9,cmpcand_1fd8fd415801ca87,b2bd3fc3c9c9f28a7a1658b81e83ad5ead91de1144795ab172f3e3ed73a1f7f6,175bf7243908c5463f2588d88537cd57a931d4181e21c581b470a4ede84af4f1,187,8619da7b-e7a2-581d-87f5-91a04ad2a5ea,C00052644,24683-00-9,2-Methoxy-3-isobutylpyrazine,2-Methoxy-3-isobutylpyrazine,2methoxy3isobutylpyrazine,24683-00-9,24683009,C9H14N2O,c9h14n2o,ready,,,CHEMBL97355,UXFSPRAGHGMRSQ-UHFFFAOYSA-N,COc1nccnc1CC(C)C,conflict,0.9900
cmpcandm_1505d5b7171a4f9e,cmpcand_1fd8fd415801ca87,b75c6b95d2df90f7d80f312b093f31e479d383dacfa966ea57a37c53847396cb,51cf291997349cc829397883c032f053be0ad35423a48ac783d74b5a56b47d11,138,b0a0c70f-340e-52bf-b3e5-69f51b35041a,C00052644,24683-00-9,2-Methoxy-3-isobutylpyrazine,2-Methoxy-3-isobutylpyrazine,2methoxy3isobutylpyrazine,24683-00-9,24683009,C9H14N2O,c9h14n2o,ready,,,CHEMBL97355,UXFSPRAGHGMRSQ-UHFFFAOYSA-N,COc1nccnc1CC(C)C,conflict,0.9900
cmpcandm_bd0ccdba4537cb35,cmpcand_f233831a2a51219a,52e4a20d880629e3e3ad628b4e176e3fb4788e945ea9b2cc1dd30743eea87824,b5e2cbbe01a7ff0094d1fee036ce7f92802d0c4266d6c00a83825b0a6064d1a5,175,,C00019081,246870-74-6,Derrisisoflavone A,Derrisisoflavone A,derrisisoflavone_a,246870-74-6,246870746,C26H28O5,c26h28o5,review,unresolved_plant_mapping,10070758,,KZXGNZRFSPVMEW-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_c6648b98e8894f12,cmpcand_f7ab0477c2cfbcb4,22dcf601cf72dab5c04b55f8a6a5621e83a5d0afff801e6e872d510ce53669ef,397e94f981c37805830faff296798fbb95f3c7b5aa490d827ff92979f6fe2ed1,175,,C00019095,246870-75-7,Derrisisoflavone B,Derrisisoflavone B,derrisisoflavone_b,246870-75-7,246870757,C25H26O6,c25h26o6,review,unresolved_plant_mapping,10812165,,VTPPCNLZUDSZGM-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_22df230719673d74,cmpcand_33d5488c764731f6,b6f7b546732d8a8f9fe74215b056d42130d5ea2c2e37e37ec291ffbec6206722,b8c24161f0611bfe9b0298307305fbf653f0e51a0684a7e648f1f3d4de26d573,175,,C00019096,246870-76-8,Derrisisoflavone C,Derrisisoflavone C,derrisisoflavone_c,246870-76-8,246870768,C26H28O6,c26h28o6,review,unresolved_plant_mapping,,CHEMBL1215387,ZEAIQOGZNMITAD-BLERJMGRSA-N,CCC(C)/C=C/C=C/C=C/C(=O)/C=C(\O)C1=C2C=C3CC(C)OC=C3C(=O)[C@]2(C)OC1=O,conflict,0.9600
cmpcandm_54e9ac2bc85c15a1,cmpcand_4a5968aec39e5503,e73fdc44dc8a29514bca9b6a2ae885e3fe456a77a6bfb6f85dd0240c3eafcc51,6fc2589898d0a7ae9ee735d5828ec0a6410a99c98b1806c645bd4e15965329b2,175,,C00019092,246870-77-9,Derrisisoflavone D,Derrisisoflavone D,derrisisoflavone_d,246870-77-9,246870779,C26H28O6,c26h28o6,review,unresolved_plant_mapping,,CHEMBL1215387,ZEAIQOGZNMITAD-BLERJMGRSA-N,CCC(C)/C=C/C=C/C=C/C(=O)/C=C(\O)C1=C2C=C3CC(C)OC=C3C(=O)[C@]2(C)OC1=O,conflict,0.9600
cmpcandm_b49ddd92067762ab,cmpcand_2982ff4fb4a4592d,8ce4ce61aebb6caca5dd562ec1c4f1d5c524b73724933a9b0b5be0c78fb2767d,2c3bcb14fe039bf785fba88a95e79b8c3e2a419313cdfab315b63b4b46750b14,175,,C00019093,246870-78-0,Derrisisoflavone E,Derrisisoflavone E,derrisisoflavone_e,246870-78-0,246870780,C26H28O6,c26h28o6,review,unresolved_plant_mapping,,CHEMBL1215387,ZEAIQOGZNMITAD-BLERJMGRSA-N,CCC(C)/C=C/C=C/C=C/C(=O)/C=C(\O)C1=C2C=C3CC(C)OC=C3C(=O)[C@]2(C)OC1=O,conflict,0.9600
cmpcandm_90dfcc2d4b83dd49,cmpcand_119212eb2cac00ff,64887a8886d72be88e45d91a296a90d8b31281a835777a454143648d16edad36,08d45e279e85dbff17ec420a9983b80fc79d41c563c617dcc52a633dd6978ef4,175,,C00019094,246870-79-1,Derrisisoflavone F,Derrisisoflavone F,derrisisoflavone_f,246870-79-1,246870791,C25H26O6,c25h26o6,review,unresolved_plant_mapping,,CHEMBL229222,WPVMLODCRMLWMB-HXUWFJFHSA-N,CC(C)=CCc1c([C@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c(c1O)OC(C)(C)C=C2,conflict,0.9600
cmpcandm_f48393f189b61bca,cmpcand_999090a1760e2212,6d768ef13d16de615545e10db9abec47bf6184e053e680bbc7f3f3c3f73fff54,96d889c128be9784cbc139920e1706db9d9dab37c2dd243d8ae88b90ca9fd370,304,b7a31c34-5fd0-5114-8b4e-3a5f3d6c61ed,C00051237,24697-74-3,Leonurine,Leonurine,leonurine,24697-74-3,24697743,C14H21N3O5,c14h21n3o5,ready,,,CHEMBL1290284,WNGSUWLDMZFYNZ-UHFFFAOYSA-N,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O,conflict,0.9900
cmpcandm_3d0d2cd87ac7f3d4,cmpcand_999090a1760e2212,d19c109afc2c70489d5a0b440ea02b1ee0f50ca0ffe9d0928d323ed20df28cec,c7f68fe85f62c94fe0090be7d8fea5ad021ec94938e0e6c6313245a35a7d7198,305,0e01015a-24e4-5ef5-a0f0-8fba3f9065ea,C00051237,24697-74-3,Leonurine,Leonurine,leonurine,24697-74-3,24697743,C14H21N3O5,c14h21n3o5,ready,,,CHEMBL1290284,WNGSUWLDMZFYNZ-UHFFFAOYSA-N,COc1cc(C(=O)OCCCCNC(=N)N)cc(OC)c1O,conflict,0.9900
cmpcandm_d761f3dfa2982bf4,cmpcand_48ab5de841ef4cca,32a0fdad72ef2072533d994d993bf34bd9981b5c1b2d0d20c533e80ba39cb62f,c8308326e34e1cd314b2ff12ae55b83bca6768f9a3a5848ff617a60ed4e8831d,73,519e2ff2-26db-549c-a1c7-52252728e7b3,C00023150,247030-33-7,"6-Geranylgeranyl 8'-methyl 6,8'-diapocarotene-6,8'-dioate","6-Geranylgeranyl 8'-methyl 6,8'-diapocarotene-6,8'-dioate",6geranylgeranyl_8methyl_68diapocarotene68dioate,247030-33-7,247030337,C43H60O4,c43h60o4,ready,,15491080,,KJAWBWQJDQHEDL-KQTSZGLPSA-N,,conflict,0.9900
cmpcandm_6a3d927807e3810a,cmpcand_b438f247b96f50d0,0bd1e95e17ebaab416a04cde60d58864c185be1849b4a34edd5cd2fef84aa80f,0929c779664081133cec4e2c80cff64fba67e93027b3a019dd5880aee7c597f7,399,54746c5d-fb8c-5195-b443-14da8110e9b1,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_5f6dffe19c355b68,cmpcand_b438f247b96f50d0,145f11aa68e0bebbf0ee95099e72e2d764de5f17e9baae2ea0c52e062d4e5738,8b737abd7d12bd4b8efa2acc45e0f7a75a6060e062c60e582278d198103d79ac,358,f2880fa9-8ead-51f1-ac51-57becfb05448,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_71bf774a729c1d3f,cmpcand_b438f247b96f50d0,36d61746805733dca541acf4f673e61dec97d7305ad315826e1f43f705b1d415,f92281454e9c459746e29d2d90be0d62870784136c6833a02b252d899598d078,41,d49b4a6d-6192-5ec2-9232-c44907129f7e,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_6ac23fdeb9fc8d55,cmpcand_b438f247b96f50d0,43dedfe3fc632d2bb4bd86d7f16bc195cc9aa189cd3aeb9d2e8c7df8dfe9904d,a63df27addfc3760e1e815755e358658aba799508455844f18bd920dce2f94fc,119,b8f9bf63-1cd0-5aa4-8301-d1e7cc6f12b6,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_91acf873b9c55124,cmpcand_b438f247b96f50d0,560921b21fec768073eee29cf35520c463c22fa863f3e17d7f04ce96a5ad45af,206505b68901f4538099f2e9807061a0d1b0f508b934874d03033182fc1b9811,126,e2fd167b-5007-5c8d-8437-43d5e9d869eb,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_24c260ead064bded,cmpcand_b438f247b96f50d0,560fdfa4ac8462255040c328d4c5c31dc535bd8c9d5de0f982049f7bf088793c,e6c527e883155cea14cb1db5c22204df3ea99cf1d904f702841f2ad178347d84,357,0854a2b6-6971-5c6e-bcbd-f3cecb691b95,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_b6038a700c1f3bca,cmpcand_b438f247b96f50d0,6f6143bc1087ad3eed5b54c0acd495c656748c8afabffda0368b31e99539e233,7869d943fb4714db742cee7a9d1b930550474f9d15750b3251d7003b9561ade5,467,493a8c4b-3b61-511b-9d08-555347344dec,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_2835cfc8df2aaca2,cmpcand_b438f247b96f50d0,86dd67047169446c7992e773cb6ccaea9022c64892b2423896f2b23b20249a24,7e7f0d2fb1bd108128f5594b9e88e6251e69968b0b776c59ac5cc6bb6c7a6c5b,254,7dfad6a0-2853-5338-8754-f6fd7988441c,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_0caaed5aea61e02e,cmpcand_b438f247b96f50d0,a36dcb9631bdc353244aa3d8fa3054d0c8aa0003acfe4a4ceb9f879f7c3f6bcc,506c1a756c19aefe1291c986d7bf6526d9f62421cb681804b50089397bc07300,310,10e0f3db-b4c4-5905-8698-f70b0bc2a5a6,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_6d17a1af1a7ff5cb,cmpcand_b438f247b96f50d0,a66528f3f9e297120bbde1491bc7e725cef447a088a3c11290d3cfc3891ccf7f,a669982e5fe38bb27770d30e703686b202c2e49b61e602955f8dc3b3a83e8341,517,49918304-230f-5233-bd85-90bf15b3ba90,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_d87e7f85f46c905f,cmpcand_b438f247b96f50d0,af59c020eb07f1febabfb3a19d534649dba9e8ef61e4b345540c9083c35d7e01,40fe7a6265399dc6d905a6fba1e5929b35dcbca749fe6de0ad88fd5345bf087c,10,a92ff767-3d00-527f-97aa-c6d17c9dd1fb,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_fadb1e20697a9c73,cmpcand_b438f247b96f50d0,d473b4b6bfeb2ea2bd69de1b749bf997ebbf2084cb976dad4b22e0470716e4e9,896a8784502233103cd20028babbf4526e7fa16ae4887cf92a652c1debb0b465,61,6ce361f3-5493-50d8-976f-54699df3da9c,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_015d2e131b9ab5dd,cmpcand_b438f247b96f50d0,fa56fdec441d1808f78751b6d8d757e33d4fc41cbbd3d6d38d150b83114685c0,5c83f2f5c7cc7b562d1e8b5ecd42daee97ae89813f4ebd2347e318a7e4bdf19a,345,cfed09a3-069d-5efb-b082-9a7538b5b248,C00012425,24703-35-3,(+)-Bicyclogermacrene,(+)-Bicyclogermacrene,bicyclogermacrene,24703-35-3,24703353,C15H24,c15h24,ready,,,CHEMBL509566,VPDZRSSKICPUEY-JEPMYXAXSA-N,C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,conflict,0.9900
cmpcandm_ed8b4dd2f5d5fe30,cmpcand_8886151efe0dfe7b,53a2e1a756eaee7c462b2bf218202a7caec8c78b3fba71c446a18efe94f3d196,047c5fa99614f3699490f60ea5aa405eb6cdbb97b42517cc374d870758a57055,380,0833026e-d05d-51b3-8fbc-444d151b65ec,C00054699,24708-33-6,Avocadynofuran,Avocadynofuran,avocadynofuran,24708-33-6,24708336,C17H26O,c17h26o,ready,,,CHEMBL1453347,ONYOTXAYIZRIPJ-UHFFFAOYSA-N,C#CCCCCCCCCCCCc1ccco1,conflict,0.9900
cmpcandm_925d42223d6b4447,cmpcand_29496d1d5ebcf555,83c79688026b3d99ae8b8873fc6468314e83f8d7548c196b4562a14f8a0f459b,9e256cb734d0abb4e1b05c3538da1858be613e8a08b550d7cecf09cf17411718,254,7dfad6a0-2853-5338-8754-f6fd7988441c,C00022912,24730-28-7,Deepoxyneoxanthin,Deepoxyneoxanthin,deepoxyneoxanthin,24730-28-7,24730287,C40H56O3,c40h56o3,ready,,134733471,,GRSPARSXNHKGDG-TVDPAJLBSA-N,,conflict,0.9900
cmpcandm_601dd83c54130040,cmpcand_29496d1d5ebcf555,c9122860b0f75a939827ef0217e9dbd2264b0445201cacdb79ba803a559ad5fd,bce2408dddb8e3b4571920f467fc48382cd809cf0b3d6c167ef9ec03dd8c4d66,463,e0eebf3a-d8a8-5f9e-83f0-e1ce7c13d71a,C00022912,24730-28-7,Deepoxyneoxanthin,Deepoxyneoxanthin,deepoxyneoxanthin,24730-28-7,24730287,C40H56O3,c40h56o3,ready,,134733471,,GRSPARSXNHKGDG-TVDPAJLBSA-N,,conflict,0.9900
cmpcandm_c4ce4f61f5049adc,cmpcand_29496d1d5ebcf555,eb4a1179dd529f6cf8db5e89589a26b69a7e73f5a8a3751d9ad741004307f878,117fa4490c3e95362f8af2e8d15da7ff84e76971a259a2cef3bfe9293f0c1eba,497,5fabf325-0264-5d5d-98e7-cc5e7da0aae3,C00022912,24730-28-7,Deepoxyneoxanthin,Deepoxyneoxanthin,deepoxyneoxanthin,24730-28-7,24730287,C40H56O3,c40h56o3,ready,,134733471,,GRSPARSXNHKGDG-TVDPAJLBSA-N,,conflict,0.9900
cmpcandm_e42fa9a6652832b6,cmpcand_ff3cd0a1c14c1295,3f6af3832f8123a29a0df6d338169ba831739798b831e4713451d3d16eae6278,3b2ba817c2666e2b11f58817845ccb9704801277a49dd6af65ea0b927537d43e,533,6a811452-0eb3-5bdf-8f21-fb79b6b73361,C00061057,24762-60-5,"threo-1-(4-Hydroxy-3-methoxyphenyl)propane-1,2-diol","threo-1-(4-Hydroxy-3-methoxyphenyl)propane-1,2-diol",threo14hydroxy3methoxyphenylpropane12diol,24762-60-5,24762605,C10H14O4,c10h14o4,ready,,,CHEMBL1682392,PZKYCBMLUGVAGH-QUBYGPBYSA-N,COc1cc([C@H](O)[C@H](C)O)ccc1O,conflict,0.9900
cmpcandm_8a888e340bd48941,cmpcand_2aaf61f1c8ffd143,6b3d0643c3cc30c189a11f5b4cf275c5c6aa78d1207d38454a64cbd16c93c3c4,4be01b4791c77cfe9985464b0ce56bf969847f06894712196b7cd0cb5af8ae39,157,59015732-a77d-5cb8-9e12-fedf9538b23d,C00064212,247797-85-9,"3,4,5,6-Tetramethyl-2,5-octadiene","3,4,5,6-Tetramethyl-2,5-octadiene",3456tetramethyl25octadiene,247797-85-9,247797859,C12H22,c12h22,ready,,,CHEMBL1231413,WVIIMZNLDWSIRH-UHFFFAOYSA-N,C1CCC(C2CCCCC2)CC1,matched,0.9600
cmpcandm_cfbcf7e2818a58ba,cmpcand_a001dedcb758565b,d692291838c1adf7f59acf9ede32d182a2f10f4b240ebcdfade90b7f907c6acf,20700d409cad024887d45b26e6b0682cc41ab617cde95f2255d49184f422dabb,353,021f486c-9a50-5cc2-ae22-bdb5f380427f,C00002686,2478-38-8,"3',5'-Dimethoxy-4'-hydroxyacetophenone","3',5'-Dimethoxy-4'-hydroxyacetophenone",35dimethoxy4hydroxyacetophenone,2478-38-8,2478388,C10H12O4,c10h12o4,ready,,17198,,OJOBTAOGJIWAGB-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_778fa149af5499d0,cmpcand_2508cf1318e2d3bf,5b225845ff78b0c7c36edb12319bbcb6afe278a736ddf70ba9334490459d855e,a5675f8c11375915ab29d3676e6bc9fb9da5b9f398e9b3d0c57fb43caab8d63d,61,6ce361f3-5493-50d8-976f-54699df3da9c,C00061058,247923-85-9,7alpha-Senecioyl-7-deacetyl-23-O-methylnimocinolide,7alpha-Senecioyl-7-deacetyl-23-O-methylnimocinolide,7alphasenecioyl7deacetyl23omethylnimocinolide,247923-85-9,247923859,C32H42O7,c32h42o7,ready,,,CHEMBL29090,DFKVMHRSRDSBKW-ROFHDCNCSA-N,CC(=O)CC1C[C@@H](CCCCCCCC#C[C@H](O)COCCOC[C@H](O)c2ccc3ccccc3c2)OC1=O,conflict,0.9600
cmpcandm_a121b27736f887ea,cmpcand_072a493ac150e269,80e2050491e662dc8324bb24150313407f90d9ef2d0e729fbd943783c5db0c0e,fdacd4df628dc7703ae46cac137ba96209534e9e95ff424607d9e7f8c617f0aa,102,22873982-8873-5dc2-89b5-eea30788b71b,C00008805,24808-04-6,(-)-Epiafzelechin,(-)-Epiafzelechin,epiafzelechin,24808-04-6,24808046,C15H14O5,c15h14o5,ready,,,CHEMBL159303,RSYUFYQTACJFML-UKRRQHHQSA-N,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1,conflict,0.9900
cmpcandm_044461f9eed23a09,cmpcand_072a493ac150e269,a17689ef9eab73aea4306f27c0a8a6b2d684494c346e81c01af10992f700614d,71eabe9325e74a786ac7ea786d005446e5b3ffd0b0744903f3cc371badc16c3e,388,64cfc45f-fbb2-5a5b-86fb-d615de3e8503,C00008805,24808-04-6,(-)-Epiafzelechin,(-)-Epiafzelechin,epiafzelechin,24808-04-6,24808046,C15H14O5,c15h14o5,ready,,,CHEMBL159303,RSYUFYQTACJFML-UKRRQHHQSA-N,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1,conflict,0.9900
cmpcandm_46b6c1e2c9f5f685,cmpcand_072a493ac150e269,f042122f0977fd19aa7e40ab4028817d89d8b8610f84fbbb0ab1c771233aaae7,8cb5c445feca0e8263d2569c627769c814dd97be8cc17b54d47c4c0304c65765,91,f3c4a5dd-8030-5798-b24d-9f1c41a9d151,C00008805,24808-04-6,(-)-Epiafzelechin,(-)-Epiafzelechin,epiafzelechin,24808-04-6,24808046,C15H14O5,c15h14o5,ready,,,CHEMBL159303,RSYUFYQTACJFML-UKRRQHHQSA-N,Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1,conflict,0.9900
cmpcandm_1253896c24cc3ff8,cmpcand_69fe7a7644f1b03f,2a411825f850070a2c8afff68c9c2965b7bd163e9b282bac87b7f61201491d28,16c6ddf9dfcfba8801a343d48ec65a04c97ab752978477462fd1ebc242a598a5,388,64cfc45f-fbb2-5a5b-86fb-d615de3e8503,C00061060,24808-45-5,Dimethyl galactarate,Dimethyl galactarate,dimethyl_galactarate,24808-45-5,24808455,C8H14O8,c8h14o8,ready,,54432982,,WIUSDQLMESEGMW-GUCUJZIJSA-N,,conflict,0.9900
cmpcandm_573f51d65c1aae33,cmpcand_4cb37484474597b6,129d7275e8438c4c827337f29ec3b38085eeb97fe801f40141eae33d96205bc3,a1287f14e93845cba246bfee93110b30d65849b8fa1c37e1a11b5026af4a6d12,28,fbee525b-bdd7-509d-a45c-6c106896c456,C00052658,24817-51-4,2-phenylethyl 2-methylbutanoate,2-phenylethyl 2-methylbutanoate,2phenylethyl_2methylbutanoate,24817-51-4,24817514,C13H18O2,c13h18o2,ready,,520148,,KVKKTLBBYFABAZ-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_6997ad7c272b03ee,cmpcand_b8fbdca5497fedd7,e419d8b0595227582048dc0b5c9429c2a945eb1dc41555918ed6a1a01bfce5a2,3cc3ca417eb9d0a1ebc6d1bd6ad37fd04bc8af15a30c31657c09c7d53c6f2b1d,51,05eb3d4c-41fd-573b-b118-1aebf42d6303,C00058050,24897-74-3,12-Tricosanol,12-Tricosanol,12tricosanol,24897-74-3,24897743,C23H48O,c23h48o,ready,,3084429,,PFMNFSXMCRSYMU-UHFFFAOYSA-N,,matched,0.9900
cmpcandm_ca44fd336b3b8894,cmpcand_81162286cba5b6ba,a1b08ff5beeef79ce8f8889f4be19383817a6f94df4a86da4121dd57d1e0fc90,ed0633fe3fd74a150b6acffe8572ec8199c6abf1b8fec96b4889f55eeb9b2648,529,ed7000e9-64c8-5ec0-bee7-cd4303ae7e49,C00008977,24897-98-1,Luteoforol,Luteoforol,luteoforol,24897-98-1,24897981,C15H14O6,c15h14o6,ready,,440834,,FSYDWKPCKNCRDI-ABLWVSNPSA-N,,conflict,0.9900
cmpcandm_3d4b77a5ae96b8e8,cmpcand_7aa1eb0d380dc92a,85864bd3c8fb0ffa12914fdd5065024fbda9cb0eeb9696c22dd30357baa5c286,89a509dd918f5ad6d8a7b356b2b917f69460ea395a11e8ae98ff63f03ac9abf6,158,f3a26e3e-8cf5-52bb-8fb9-74f887a6cd7a,C00056014,24903-95-5,Nopinone,Nopinone,nopinone,24903-95-5,24903955,C9H14O,c9h14o,ready,,32735,,XZFDKWMYCUEKSS-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_60df00b4976f9c7f,cmpcand_7d09a17e839648bd,a50efb55cdfb7a5e024a752e7795bcbeddbfcfe9d1ef6d0562e2a5ab3c7a2a1a,6164abebcef57d7c1afde3045f3279004df374397298e12bbd00c24040f2541e,233,32db5868-6422-5fc4-aadb-90479c36369d,C00061064,2490-48-4,2-Methyl-1-hexadecanol,2-Methyl-1-hexadecanol,2methyl1hexadecanol,2490-48-4,2490484,C17H36O,c17h36o,ready,,17218,,FCSBKDJGLIURSH-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_2e6a3ae07bc7cd4b,cmpcand_cc25328e56cf36de,9a723dfc55c8f276cba01ec9762b6d18ea28e61931762eb1b5c1fa14d8f1bd6b,b21e04cbd7aaf627b78020a0e29210b34aac6133da0126e2593f4addf4df88cf,353,021f486c-9a50-5cc2-ae22-bdb5f380427f,C00061065,2490-49-5,Methyl 14-methylhexadecanoate,Methyl 14-methylhexadecanoate,methyl_14methylhexadecanoate,2490-49-5,2490495,C18H36O2,c18h36o2,ready,,520159,,AOAFVSVYRSUDBN-UHFFFAOYSA-N,,conflict,0.9900
cmpcandm_0e1f6bafb485b9a1,cmpcand_757e74f5736627a7,71aba926bda5e40f853ec2e8ad788af3a5b1597aeb14d271609587c97cf9a9fb,d0f908cbff4b43ceb6246c65258c44889b10baeb933de2c6201cea120d063d8b,91,f3c4a5dd-8030-5798-b24d-9f1c41a9d151,C00061067,2492-22-0,"cis-2,6-Dimethyl-2,6-octadiene","cis-2,6-Dimethyl-2,6-octadiene",cis26dimethyl26octadiene,2492-22-0,2492220,C10H18,c10h18,ready,,5352478,,MZPDTOMKQCMETI-YHYXMXQVSA-N,,conflict,0.9900
