alias_id,plant_id,alias_name,alias_key,alias_type,source_name,source_url,source_batch_id,retrieved_at
al_6d9199fb98c37da0a7ce82db,pl_7d50dcb3278e40f50171cb63,Lansium domesticum Corrêa,lansium domesticum correa,normalized_variant,KNApSAcK World,,,
al_b348724f46261659ed97fcad,pl_7d6aefb01e9e1ab8c5d7e5da,Mimusops elengi L.,mimusops elengi l,normalized_variant,KNApSAcK World,,,
al_b50b8a5658a45105ba870226,pl_7da2899ca46b9010e3e22ab9,Litsea cubeba (Lour.) Pers.,litsea cubeba lour pers,normalized_variant,KNApSAcK World,,,
al_4d24826dfb1aa39d7a6f6890,pl_7ee231e502f780ffb4acf132,Triphasia trifolia (Burm.fil.) P.Wilson,triphasia trifolia burm fil p wilson,normalized_variant,KNApSAcK World,,,
al_7baf9fcc064ba9cc71666a13,pl_80657b1276cc789a06f86286,Vitex negundo L.,vitex negundo l,normalized_variant,KNApSAcK World,,,
al_b5bd0ba1ff1fdd5a48800515,pl_80a332d69171da37cc7eb0e2,Taxus wallichiana Zucc.,taxus wallichiana zucc,normalized_variant,KNApSAcK World,,,
al_c6c141512080410a8c74396c,pl_80a332d69171da37cc7eb0e2,Taxus sumatrana (Miq.) de Laub.,taxus sumatrana miq de laub,synonym_variant,KNApSAcK World,,,
al_4ef8ecc4021fdd82c59916b5,pl_80e84744bf504bfbe6c7ff46,Cinnamomum burmanni (Nees & T.Nees) Blume,cinnamomum burmanni nees t nees blume,normalized_variant,KNApSAcK World,,,
al_7bdedae6fa6370ed9c0eccd4,pl_80f7fee2911c53c82bc3f607,Lactuca indica L.,lactuca indica l,normalized_variant,KNApSAcK World,,,
al_664f8e2a9d2f6961676bbd81,pl_81724b2d85973d2cba333b3e,Gaultheria procumbens L.,gaultheria procumbens l,normalized_variant,KNApSAcK World,,,
al_be6e364b54a27bfae401e1d2,pl_81d3886d81a684ad383798a8,Hellenia speciosa (J.Koenig) S.R.Dutta,hellenia speciosa j koenig s r dutta,normalized_variant,KNApSAcK World,,,
al_1cb361cbdd2332ec455b76dc,pl_81d3886d81a684ad383798a8,Costus speciosus (J.Koenig) Sm.,costus speciosus j koenig sm,synonym_variant,KNApSAcK World,,,
al_cb5dfcfb8d1d15d338177416,pl_8208581b8bef355357b8a743,Atropa belladonna L.,atropa belladonna l,normalized_variant,KNApSAcK World,,,
al_3fd85e3fd90e1dd0dfd17b35,pl_82530258c7c5115a711ca515,Stachytarpheta mutabilis (Jacq.) Vahl,stachytarpheta mutabilis jacq vahl,normalized_variant,KNApSAcK World,,,
al_81a73ed63b45516be6f95a12,pl_82d649665da887a7719c63ab,Tabernaemontana corymbosa Roxb. ex Wall.,tabernaemontana corymbosa roxb ex wall,normalized_variant,KNApSAcK World,,,
al_dc8a438404bf07e139a656ae,pl_84303dab876e2207c83da9f7,Eryngium foetidum L.,eryngium foetidum l,normalized_variant,KNApSAcK World,,,
al_0ddf92e245f5628dbc911501,pl_84765aac3c26b00cd4acf2f6,Artemisia vulgaris L.,artemisia vulgaris l,normalized_variant,KNApSAcK World,,,
al_2dab7b97307d9f83afc07f86,pl_849901b794e0adba639b6676,Celosia argentea f. cristata (L.) Schinz,celosia argentea f cristata l schinz,normalized_variant,KNApSAcK World,,,
al_c6454a7ff0d21de2567cd8f2,pl_849901b794e0adba639b6676,Celosia cristata L.,celosia cristata l,synonym_variant,KNApSAcK World,,,
al_b1a5e1aea47f4d1f9f73b29a,pl_849c64062ac8e4ca1483a1ed,Cymbopogon citratus (DC.) Stapf,cymbopogon citratus dc stapf,normalized_variant,KNApSAcK World,,,
al_6a048790b3fc29618daafb11,pl_863b88ade32f0a0e5f7142d1,Curcuma heyneana Valeton & Zijp,curcuma heyneana valeton zijp,normalized_variant,KNApSAcK World,,,
al_f75b718ffddc577c3b6a620b,pl_86581436997d0398765e0054,Hyptis brevipes Poit.,hyptis brevipes poit,normalized_variant,KNApSAcK World,,,
al_e2eb6405caefb2c02b1ea982,pl_866f2b49a0f4a5cef401e242,Hibiscus mutabilis L.,hibiscus mutabilis l,normalized_variant,KNApSAcK World,,,
al_5b7962f28e1873aabca96dc2,pl_8677f03cac29dac836cd091e,Cyanthillium cinereum (L.) H.Rob.,cyanthillium cinereum l h rob,normalized_variant,KNApSAcK World,,,
al_d68382076bbeb9c06442edb6,pl_8677f03cac29dac836cd091e,Vernonia cinerea (L.) Less.,vernonia cinerea l less,synonym_variant,KNApSAcK World,,,
al_8e4e69a40661782c7ec514de,pl_87662cf93475228c71e3f8f8,Alocasia macrorrhizos (L.) G.Don,alocasia macrorrhizos l g don,normalized_variant,KNApSAcK World,,,
al_271c594dd7bfb8c534052580,pl_87662cf93475228c71e3f8f8,Alocasia macrorrhiza (L.) Schott,alocasia macrorrhiza l schott,synonym_variant,KNApSAcK World,,,
al_49fcd6968ad91ee9820f8d88,pl_877a574b07a13af32bb07c2f,Malus sylvestris Mill.,malus sylvestris mill,normalized_variant,KNApSAcK World,,,
al_6e3d6bc006cd7c9cd0a6b589,pl_87a57915dea120d915edda1c,Erythrina subumbrans (Hassk.) Merr.,erythrina subumbrans hassk merr,normalized_variant,KNApSAcK World,,,
al_8da299d417f743aa9fa4cb01,pl_87ff5f5218e677404dff17ff,Zinnia elegans Jacq.,zinnia elegans jacq,normalized_variant,KNApSAcK World,,,
al_05343324266f0a3e616a1566,pl_88445ce1b559618b2e13de24,Taraxacum mongolicum Hand.-Mazz.,taraxacum mongolicum hand mazz,normalized_variant,KNApSAcK World,,,
al_7b1f23c7d0b3c2711fabe6dc,pl_88673f7fb5bc12573398224f,Aleurites moluccanus (L.) Willd.,aleurites moluccanus l willd,normalized_variant,KNApSAcK World,,,
al_fb62ad799aa5d0ef9ec105f8,pl_88da37e7df66c2ebc2cb4a12,Ageratum houstonianum Mill.,ageratum houstonianum mill,normalized_variant,KNApSAcK World,,,
al_eb676044b587f7007acd2c09,pl_890b171b88f7036048c0cbd9,Artemisia abrotanum L.,artemisia abrotanum l,normalized_variant,KNApSAcK World,,,
al_1f409225185231937958d712,pl_89255e91bd02bee21018ed93,Barleria lupulina Lindl.,barleria lupulina lindl,normalized_variant,KNApSAcK World,,,
al_1afdc783e03dc634e6c640d5,pl_892e2b2ab569b73465eabe4d,Anacardium occidentale L.,anacardium occidentale l,normalized_variant,KNApSAcK World,,,
al_28ba7f6c89a1142088abe167,pl_895eb3d7f7a68bc8461971bb,Nephelium lappaceum L.,nephelium lappaceum l,normalized_variant,KNApSAcK World,,,
al_9eefeb1ba22d8b1dddda7f85,pl_89d22fbdf380e916c0e5e40d,Hippobroma longiflora (L.) G.Don,hippobroma longiflora l g don,normalized_variant,KNApSAcK World,,,
al_9b6606c82ba78df648039446,pl_89de919aa752b007fd48b746,Terminalia catappa L.,terminalia catappa l,normalized_variant,KNApSAcK World,,,
al_7ef848c2b95703077eb0cff0,pl_89e1a7a46f292614eabcd362,Uncaria gambir (W.Hunter) Roxb.,uncaria gambir w hunter roxb,normalized_variant,KNApSAcK World,,,
al_ca70d610063df8f89420f045,pl_8a828c23d8a09c4a225c55ab,Phyllanthus niruri L.,phyllanthus niruri l,normalized_variant,KNApSAcK World,,,
al_827aef8842c7e7f009ddfb40,pl_8af32a4a718e49325dbc4249,Cyperus iria L.,cyperus iria l,normalized_variant,KNApSAcK World,,,
al_47ddeb9d021614db07882474,pl_8b6924fd1370eb95d0fe515f,Cananga odorata (Lam.) Hook.f. & Thomson,cananga odorata lam hook f thomson,normalized_variant,KNApSAcK World,,,
al_463586a8405e4b0c3d364ce6,pl_8b6dd00e71eecfd1b9995ad0,Amaranthus tricolor L.,amaranthus tricolor l,normalized_variant,KNApSAcK World,,,
al_b6f8f5bcb6a597908257cd05,pl_8b9429be09d7aa4ed90c0b33,Clausena excavata Burm.fil.,clausena excavata burm fil,normalized_variant,KNApSAcK World,,,
al_7656accc9421cc33a886995d,pl_8ba84a7dc4d44523b044f48c,Zingiber purpureum Roscoe,zingiber purpureum roscoe,normalized_variant,KNApSAcK World,,,
al_4ec669e514e818c97fe78b2c,pl_8ba84a7dc4d44523b044f48c,Zingiber cassumunar Roxb.,zingiber cassumunar roxb,synonym_variant,KNApSAcK World,,,
al_204e40e909de8fba0a423d27,pl_8bcea5a3582e7c7ea784a0ce,Senna sophera (L.) Roxb.,senna sophera l roxb,normalized_variant,KNApSAcK World,,,
al_8490fdcbd378b39a7be52c6a,pl_8c2c0f3e10c7a3ebf5cc94fe,Glochidion rubrum Blume,glochidion rubrum blume,normalized_variant,KNApSAcK World,,,
al_c8d87494f682539d2fe506e0,pl_8d0f9bc1a269d5e0bee112c0,Amaranthus spinosus L.,amaranthus spinosus l,normalized_variant,KNApSAcK World,,,
al_8b52f4ef39723bafa6558b3c,pl_8d34012799093b9d833d7276,Eupatorium riparium Sch.Bip. ex Schnittsp.,eupatorium riparium sch bip ex schnittsp,normalized_variant,KNApSAcK World,,,
al_0033ce705dc57d78c3bc0b31,pl_8d51a2c818104911e8b233c6,Tinospora glabra (Burm.fil.) Merr.,tinospora glabra burm fil merr,normalized_variant,KNApSAcK World,,,
al_56cc020870a6146aee15aac5,pl_8dc0ac41429f9edade790c74,Brassica oleracea L.,brassica oleracea l,normalized_variant,KNApSAcK World,,,
al_05a1138241dc89c2dc2df2eb,pl_8dcb42de627594ce59b1cdec,Datura stramonium L.,datura stramonium l,normalized_variant,KNApSAcK World,,,
al_c9b924bb57fa8c9cf7e3d6d8,pl_8deb09eade3395feea7630df,Elateriospermum tapos Blume,elateriospermum tapos blume,normalized_variant,KNApSAcK World,,,
al_afac02c9268055868ecc7b86,pl_8e6530577f520da9a813be53,Carica papaya L.,carica papaya l,normalized_variant,KNApSAcK World,,,
al_2b6b15e1fff26a2b672228a5,pl_8e9164f90dcca6c7f975357b,Mentha arvensis L.,mentha arvensis l,normalized_variant,KNApSAcK World,,,
al_e56ebcbd7e7773045469a406,pl_8edfbcc4c28882b6897f4040,Brucea javanica (L.) Merr.,brucea javanica l merr,normalized_variant,KNApSAcK World,,,
al_52122bfad1e9789cb5d2bf30,pl_8ef0c3added927801a11de9a,Callicarpa candicans (Burm.f.) Hochr.,callicarpa candicans burm f hochr,normalized_variant,KNApSAcK World,,,
al_829711e6f893cade8f1841d1,pl_8f23d1af0cc4e386e0fc4727,Luvunga sarmentosa (Blume) Kurz,luvunga sarmentosa blume kurz,normalized_variant,KNApSAcK World,,,
al_9e0de0edc5c86b383e46c423,pl_8fcb47efc2eab10931302558,Senna alata (L.) Roxb.,senna alata l roxb,normalized_variant,KNApSAcK World,,,
al_51ed885246a7cc53348c4882,pl_8fcb47efc2eab10931302558,Cassia alata L.,cassia alata l,synonym_variant,KNApSAcK World,,,
al_1af0e75824e87fa068143ac2,pl_9000521be29ca63d72d98264,Euphorbia neriifolia L.,euphorbia neriifolia l,normalized_variant,KNApSAcK World,,,
al_073d51341c8f148765e16ea3,pl_90833138cca6636a0c9a6d86,Brachypterum robustum (Roxb. ex DC.) Dalzell & A.Gibson,brachypterum robustum roxb ex dc dalzell a gibson,normalized_variant,KNApSAcK World,,,
al_94cee9b83694329f3514a96d,pl_90833138cca6636a0c9a6d86,Derris robusta (Roxb. ex DC.) Benth.,derris robusta roxb ex dc benth,synonym_variant,KNApSAcK World,,,
al_6c735063c3e5890d4ed033bc,pl_90a84ce3e7e4e7ecc86d789f,Solanum tuberosum L.,solanum tuberosum l,normalized_variant,KNApSAcK World,,,
al_5cc6fcdfb098e0126ab0e68b,pl_90fb795b5e9ad16eed2731ce,Paederia foetida L.,paederia foetida l,normalized_variant,KNApSAcK World,,,
al_3cb38a3773c69da32359252a,pl_9110a3884af61aeb1c3b57ca,Echinacea purpurea (L.) Moench,echinacea purpurea l moench,normalized_variant,KNApSAcK World,,,
al_eee330af172551b8b22f1907,pl_9117311f26b64f487b9a6e13,Plumbago zeylanica L.,plumbago zeylanica l,normalized_variant,KNApSAcK World,,,
al_67bb04f0f8ff3c9429b6a665,pl_9139624bbb5b54739311c1cf,Annona mucosa Jacq.,annona mucosa jacq,normalized_variant,KNApSAcK World,,,
al_b059b12b24bbefa8cc966abc,pl_9139624bbb5b54739311c1cf,Rollinia mucosa (Jacq.) Baill.,rollinia mucosa jacq baill,synonym_variant,KNApSAcK World,,,
al_d8d30e8d06f5e0863e55df73,pl_913fa3cbc7a89bad547bfe35,Cyclea barbata Miers,cyclea barbata miers,normalized_variant,KNApSAcK World,,,
al_fcf71c74733fa809ca943294,pl_9162e2d58889086e9a77bf35,Agathis dammara (Lamb.) Rich. & A.Rich.,agathis dammara lamb rich a rich,normalized_variant,KNApSAcK World,,,
al_eb47c91e005022082fc7d3ea,pl_9212f9fa515ab4a24d6cbee6,Combretum indicum (L.) De Filipps,combretum indicum l de filipps,normalized_variant,KNApSAcK World,,,
al_0bb0ac3b42167672363a15e3,pl_934b6607b60d8526cd786ca8,Clinacanthus nutans (Burm.fil.) Lindau,clinacanthus nutans burm fil lindau,normalized_variant,KNApSAcK World,,,
al_e96c8e352de2cf96e11b4a2f,pl_93abc35ddadb6a1bb33d770b,Platycladus orientalis (L.) Franco,platycladus orientalis l franco,normalized_variant,KNApSAcK World,,,
al_05c829bbf19ef8a101c7e8c1,pl_963bc16ae3d2b489ed2ee26c,Acanthus ilicifolius L.,acanthus ilicifolius l,normalized_variant,KNApSAcK World,,,
al_aae851f754400de25b386cff,pl_9660d5de1c581e9c3e947173,Erigeron sumatrensis Retz.,erigeron sumatrensis retz,normalized_variant,KNApSAcK World,,,
al_554ebf6647e23d7f9aa22c81,pl_96c6e22d265a50adaf93c0b8,Pandanus amaryllifolius Roxb. ex Lindl.,pandanus amaryllifolius roxb ex lindl,normalized_variant,KNApSAcK World,,,
al_f1380dc64d82fec7b466a567,pl_96dbe0d2cbd244a86b7765ea,Persea americana Mill.,persea americana mill,normalized_variant,KNApSAcK World,,,
al_f909d09935cb5474d3861656,pl_96dbe0d2cbd244a86b7765ea,Persea gratissima C.F.Gaertn.,persea gratissima c f gaertn,synonym_variant,KNApSAcK World,,,
al_83fb86c7eef29ff528e3710b,pl_96df99d77b04406f38ecc86d,Piper betle L.,piper betle l,normalized_variant,KNApSAcK World,,,
al_68d5145591a44137dbcb4d2c,pl_9740bc5a9387f32f089804e0,Leptospermum polygalifolium subsp. polygalifolium,leptospermum polygalifolium subsp polygalifolium,normalized_variant,KNApSAcK World,,,
al_25ca42bf32abd33d413044ea,pl_9740bc5a9387f32f089804e0,Leptospermum flavescens J.E.Sm.,leptospermum flavescens j e sm,synonym_variant,KNApSAcK World,,,
al_90032021cde690fecc502650,pl_977ed947f077aad57ca5164f,Zephyranthes candida Herb.,zephyranthes candida herb,normalized_variant,KNApSAcK World,,,
al_e3e1a093123926e25b71d5e2,pl_97950c0dd97e962c8047d93d,Benincasa hispida (Thunb.) Cogn.,benincasa hispida thunb cogn,normalized_variant,KNApSAcK World,,,
al_75d12c2e2701cddb20b34afe,pl_99ff8f13e6aa92b50f96538f,Coffea arabica L.,coffea arabica l,normalized_variant,KNApSAcK World,,,
al_fca35d8dada5b8fc3241f539,pl_9a4311093c22ee0c5e9b2a80,Pangium edule Reinw.,pangium edule reinw,normalized_variant,KNApSAcK World,,,
al_ca8cb836e897134f466cb6b8,pl_9a48a90b143e880ace5a3e9a,Jatropha gossypiifolia L.,jatropha gossypiifolia l,normalized_variant,KNApSAcK World,,,
al_0040184fbf36d2d51cbac859,pl_9a492b2802b778c93fe6b1c1,Millingtonia hortensis L.fil.,millingtonia hortensis l fil,normalized_variant,KNApSAcK World,,,
al_1b017a91fd3a2560a49b6fac,pl_9a7ad6d6e47ba4718b7b4845,Heliotropium indicum L.,heliotropium indicum l,normalized_variant,KNApSAcK World,,,
al_c2a59bd19800064f2ebf7fd3,pl_9aaada071e10418f0d1a4739,Citrullus lanatus (Thunb.) Matsum. & Nakai,citrullus lanatus thunb matsum nakai,normalized_variant,KNApSAcK World,,,
al_6d6062d1979806f17360a5da,pl_9aaada071e10418f0d1a4739,Citrullus vulgaris Schrad.,citrullus vulgaris schrad,synonym_variant,KNApSAcK World,,,
al_6bbda4a0c69c4511f441f8f8,pl_9b4f61a620920de041a7580b,Terminalia bellirica (Gaertn.) Roxb.,terminalia bellirica gaertn roxb,normalized_variant,KNApSAcK World,,,
al_16fe5f246b2410c22a322a91,pl_9c6a391ec298dd0dee69a29c,Abelmoschus manihot (L.) Medik.,abelmoschus manihot l medik,normalized_variant,KNApSAcK World,,,
al_a01600e83b298f7efb001304,pl_9c7b7cbed00d03974ce6535d,Durio zibethinus Murray,durio zibethinus murray,normalized_variant,KNApSAcK World,,,
al_47bf5e58f7a5d1309a0bda8b,pl_9d37727b0d29dfe3869aeb25,Datura stramonium var. tatula (L.) Torr.,datura stramonium var tatula l torr,normalized_variant,KNApSAcK World,,,
al_649658bfa4f4df950478a960,pl_9d37727b0d29dfe3869aeb25,Datura tatula L.,datura tatula l,synonym_variant,KNApSAcK World,,,
al_b3335c2e61e4153677307d58,pl_9d9995926d0a2a46f676fdc6,Sechium edule (Jacq.) Sw.,sechium edule jacq sw,normalized_variant,KNApSAcK World,,,
al_f2f24951b9a510f91a123eba,pl_9dc185a6c44f3d7fef159d3a,Zea mays L.,zea mays l,normalized_variant,KNApSAcK World,,,
al_df2cfd7014e65b95ce0ff3ed,pl_9e041dc56eedbc723f1deb57,Leonurus japonicus Houtt.,leonurus japonicus houtt,normalized_variant,KNApSAcK World,,,
al_2147b1335e85a0f0db5b5d08,pl_9e041dc56eedbc723f1deb57,Leonurus heterophyllus Sweet,leonurus heterophyllus sweet,synonym_variant,KNApSAcK World,,,
al_1d631a2e0ea994059e651cc1,pl_9e5c0b8b7ee89e7b815a0f56,Salvia splendens Sellow ex Nees,salvia splendens sellow ex nees,normalized_variant,KNApSAcK World,,,
al_8b79023e59823dcec09597f4,pl_9ed1d1c3a02553529b3c900f,Rosa chinensis Jacq.,rosa chinensis jacq,normalized_variant,KNApSAcK World,,,
al_e4917e2c6df56099fb65a4ab,pl_9ef871127c42ba3b48448bb0,Colocasia esculenta (L.) Schott,colocasia esculenta l schott,normalized_variant,KNApSAcK World,,,
al_e13394bb951dab638c6fc768,pl_9f69c7f299aeabcd3a0224e5,Euphorbia tithymaloides L.,euphorbia tithymaloides l,normalized_variant,KNApSAcK World,,,
al_cc55984c3173c4f797c3ba0e,pl_9f69c7f299aeabcd3a0224e5,Pedilanthus tithymaloides (L.) Poit.,pedilanthus tithymaloides l poit,synonym_variant,KNApSAcK World,,,
al_a34ff29cf31a830f745a592e,pl_9fc5169633139fa684a29790,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,tabernaemontana divaricata l r br ex roem schult,normalized_variant,KNApSAcK World,,,
al_4d49fccad0ef9fa04f272eaf,pl_a01f09fdabbf66a0a28ae7b4,Broussonetia papyrifera (L.) L'Hér. ex Vent.,broussonetia papyrifera l l her ex vent,normalized_variant,KNApSAcK World,,,
al_0b05fbe36235741ae372dcd6,pl_a01f09fdabbf66a0a28ae7b4,Morus australis Poir.,morus australis poir,synonym_variant,KNApSAcK World,,,
al_be9953fda2df4e64fc612e9c,pl_a0b1da152a310eb5320d8652,Oryza sativa L.,oryza sativa l,normalized_variant,KNApSAcK World,,,
al_bfe9bf87bd6ce209f5c0998a,pl_a2250fae95228872428ad45d,Kaempferia galanga L.,kaempferia galanga l,normalized_variant,KNApSAcK World,,,
al_1696bf6e8c017a29712dbaee,pl_a3019c402f3e5f38ae8f186d,Thymus vulgaris L.,thymus vulgaris l,normalized_variant,KNApSAcK World,,,
al_83168a4086a7f35caf765384,pl_a327025dbe199366b0083b29,Solanum nigrum L.,solanum nigrum l,normalized_variant,KNApSAcK World,,,
al_c02c28b72821c32a65fa4f31,pl_a4a671e90a1ecf0ee77c643a,Portulaca oleracea L.,portulaca oleracea l,normalized_variant,KNApSAcK World,,,
al_e2425163494400e1137982b0,pl_a4bda7b81a8fd93e090cd685,Ipomoea quamoclit L.,ipomoea quamoclit l,normalized_variant,KNApSAcK World,,,
al_6a5c1700800ff047494071c7,pl_a4bda7b81a8fd93e090cd685,Quamoclit pennata Bojer,quamoclit pennata bojer,synonym_variant,KNApSAcK World,,,
al_71b884143392bbeb2aae2565,pl_a6809729d1011630c01f2e41,Artocarpus heterophyllus Lam.,artocarpus heterophyllus lam,normalized_variant,KNApSAcK World,,,
al_ff0506b47796075f715f1a66,pl_a70154744e69a4839b409d6a,Lagerstroemia indica L.,lagerstroemia indica l,normalized_variant,KNApSAcK World,,,
al_81f273f352fc957284434937,pl_a74879b11a5e62496774c41c,Erythrina subumbrans (Hassk.) Merr.,erythrina subumbrans hassk merr,normalized_variant,KNApSAcK World,,,
al_0e1a6fe05cc5f4c495f9ea61,pl_a74879b11a5e62496774c41c,Erythrina lithosperma Blume ex Miq.,erythrina lithosperma blume ex miq,synonym_variant,KNApSAcK World,,,
al_28df4a37f361ff182276b9db,pl_a7f3312c85ad1a8079e66057,Tinospora crispa (L.) Miers ex Hook.fil. & Thomson,tinospora crispa l miers ex hook fil thomson,normalized_variant,KNApSAcK World,,,
al_964989b68819fee4ddc79666,pl_a7f3312c85ad1a8079e66057,Tinospora tuberculata (Lam.) Beumée ex K.Heyne,tinospora tuberculata lam beumee ex k heyne,synonym_variant,KNApSAcK World,,,
al_41aac6757b1fd214c8662306,pl_a80a0ee5b504f0d43146cecd,Stachytarpheta jamaicensis (L.) Vahl,stachytarpheta jamaicensis l vahl,normalized_variant,KNApSAcK World,,,
al_584fe9adf91d20b4ffdcc763,pl_a8a25b144229a02b83b69c9a,Manihot esculenta Crantz,manihot esculenta crantz,normalized_variant,KNApSAcK World,,,
al_261668104943155afb60009f,pl_a91d44e588322a1045e7396e,Helianthus annuus L.,helianthus annuus l,normalized_variant,KNApSAcK World,,,
al_ce157db92aefce11836a47e1,pl_a9bd015cdecc1174b9c3ddd7,Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,hevea brasiliensis willd ex a juss mull arg,normalized_variant,KNApSAcK World,,,
al_db7a0449c11645b5a9486a63,pl_aa07cc7bc472925e3e15db11,Phyllanthus emblica L.,phyllanthus emblica l,normalized_variant,KNApSAcK World,,,
al_d1a2eb1bd78e00d247ab892c,pl_aa514719b6ba446dd83e82d9,Ocimum basilicum L.,ocimum basilicum l,normalized_variant,KNApSAcK World,,,
al_03c7097b846bd9b6f89ba665,pl_aa9ee13020cd1db39bd6a44e,Hydrocotyle sibthorpioides Lam.,hydrocotyle sibthorpioides lam,normalized_variant,KNApSAcK World,,,
al_47cf4f4a1bc256e6c21c2f0b,pl_aaf5d8b7147623edafbe2fbf,Syzygium aromaticum (L.) Merr. & L.M.Perry,syzygium aromaticum l merr l m perry,normalized_variant,KNApSAcK World,,,
al_f6f6c33ac87970b53d111f4f,pl_aaf5d8b7147623edafbe2fbf,Eugenia caryophyllata Thunb.,eugenia caryophyllata thunb,synonym_variant,KNApSAcK World,,,
al_287d1aca6541de60dde0be97,pl_ab797335b2379dbf2f966523,Orthosiphon aristatus (Blume) Miq.,orthosiphon aristatus blume miq,normalized_variant,KNApSAcK World,,,
al_19dd322daa09765afed86c4d,pl_abb79f8c026b29348a5c896f,Ficus microcarpa L.fil.,ficus microcarpa l fil,normalized_variant,KNApSAcK World,,,
al_0e9362695b47e18acc7d9a34,pl_abe6ce2ac05fd71ed2e44d7a,Artemisia cina O.C.Berg & Schmidt,artemisia cina o c berg schmidt,normalized_variant,KNApSAcK World,,,
al_f031ddf2a99380f4a9416f48,pl_ac9dc0ad209bdd58a7ae6ce8,Derris trifoliata Lour.,derris trifoliata lour,normalized_variant,KNApSAcK World,,,
al_3fab5be574fdce43c6de91ff,pl_adbc8e38ff489953dfae889b,Vigna radiata (L.) R.Wilczek,vigna radiata l r wilczek,normalized_variant,KNApSAcK World,,,
al_54657e5cd449a05a1a3e05ac,pl_adcf8ce46717055c6936dc05,Phaleria macrocarpa (Scheff.) Boerl.,phaleria macrocarpa scheff boerl,normalized_variant,KNApSAcK World,,,
al_0ad7a2abca8054f1db8d782c,pl_ae6157943a8763f2138c901a,Cibotium barometz (L.) J.Sm.,cibotium barometz l j sm,normalized_variant,KNApSAcK World,,,
al_ff792810d67104444d6629fe,pl_aed02fefb43a5f0225a3aaa5,Tarenaya houtteana (Schltdl.) Soares Neto & Roalson,tarenaya houtteana schltdl soares neto roalson,normalized_variant,KNApSAcK World,,,
al_3fe4c38cacb5dfe4b9141aaf,pl_af05af259c8b2ed92454a55f,Ricinus communis L.,ricinus communis l,normalized_variant,KNApSAcK World,,,
al_9f4ebc5e14e125ff88539f4e,pl_b0133f9d541a67e77134345d,Curcuma longa L.,curcuma longa l,normalized_variant,KNApSAcK World,,,
al_dcd6df7b4d6769396d952997,pl_b0ee93392caacb20d0d0d126,Ticanto crista (L.) R.Clark & Gagnon,ticanto crista l r clark gagnon,normalized_variant,KNApSAcK World,,,
al_13ae4445f2be1d42372170ae,pl_b15f24cd09ea0872ba543fa7,Mussaenda pubescens Dryand.,mussaenda pubescens dryand,normalized_variant,KNApSAcK World,,,
al_46900957ab8d1ba31b76f816,pl_b224bb8b903beb3814485d1f,Punica granatum L.,punica granatum l,normalized_variant,KNApSAcK World,,,
al_51582a433c59461318d169c1,pl_b2df03dc98458cf9646f5e47,Eleutherine bulbosa (Mill.) Urb.,eleutherine bulbosa mill urb,normalized_variant,KNApSAcK World,,,
al_c2e68558bce8d913576eb5e3,pl_b2df03dc98458cf9646f5e47,Eleutherine americana (Aubl.) Merr. ex K.Heyne,eleutherine americana aubl merr ex k heyne,synonym_variant,KNApSAcK World,,,
al_8022fba4ac557e3fa391f990,pl_b337ad597b2ded45b30e44ad,Cola acuminata (P.Beauv.) Schott & Endl.,cola acuminata p beauv schott endl,normalized_variant,KNApSAcK World,,,
al_85abc90e528b3279de7dc02a,pl_b4350d549439304f41ab39ab,Euphorbia tirucalli L.,euphorbia tirucalli l,normalized_variant,KNApSAcK World,,,
al_0eec742ef22aee4483ecddb8,pl_b4ad89cc4f32c33c40713d06,Curcuma xanthorrhiza D.Dietr.,curcuma xanthorrhiza d dietr,normalized_variant,KNApSAcK World,,,
al_f17de34a11bb81402eca87dc,pl_b4cfb75bfbc335b2841c7c84,Annona squamosa L.,annona squamosa l,normalized_variant,KNApSAcK World,,,
al_2c085a8b5e7d42468e3fc588,pl_b54f22cbd75a79c18d2827a9,Oxalis corniculata L.,oxalis corniculata l,normalized_variant,KNApSAcK World,,,
al_eaaafa476303003311a72e72,pl_b55495fa02d0c0a939d5e09c,Mallotus philippensis (Lam.) Müll.Arg.,mallotus philippensis lam mull arg,normalized_variant,KNApSAcK World,,,
al_dc876b1117b240bda75208e8,pl_b5a5f791c747de44862a8b90,Mikania micrantha Kunth,mikania micrantha kunth,normalized_variant,KNApSAcK World,,,
al_1e9631bc60ed4193e0ec78e5,pl_b5da35a94e04c1ebf2d1496e,Angelica keiskei (Miq.) Koidz.,angelica keiskei miq koidz,normalized_variant,KNApSAcK World,,,
al_4bb4b6c8c7bb142d32617c9d,pl_b5f86d49115ab4f066db8d30,Cassia fistula L.,cassia fistula l,normalized_variant,KNApSAcK World,,,
al_4eb117f5262055f9c4c89846,pl_b65f58f8dc26a7e0488803a4,Arcangelisia flava (L.) Merr.,arcangelisia flava l merr,normalized_variant,KNApSAcK World,,,
al_e38517898b7f7c15d9b7c713,pl_b6e07477374b5a542098d2e6,Sesbania sesban (L.) Merr.,sesbania sesban l merr,normalized_variant,KNApSAcK World,,,
al_b8cd77766987cf2a9c7f4214,pl_b7163225491b453c3af1d0a5,Fabisporus sanguineus (L.) Zmitr.,fabisporus sanguineus l zmitr,normalized_variant,KNApSAcK World,,,
