alias_id,plant_id,alias_name,alias_key,alias_type,source_name,source_url,source_batch_id,retrieved_at
al_efecec24050d8c69f8dd3d94,pl_b7163225491b453c3af1d0a5,Pycnoporus sanguineus (L.) Murrill,pycnoporus sanguineus l murrill,synonym_variant,KNApSAcK World,,,
al_ed2a04af7b096a9d39a98027,pl_b9779a1f47de09367643c06a,Caesalpinia major Brenan,caesalpinia major brenan,normalized_variant,KNApSAcK World,,,
al_7185e457c347a20e58d1c591,pl_ba14d4f21d6b472af88f77fa,Acalypha indica L.,acalypha indica l,normalized_variant,KNApSAcK World,,,
al_00865e8a88e962d6ef6c46f9,pl_ba7311e97732daee110adf21,Urceola laevigata (Juss.) D.J.Middleton & Livsh.,urceola laevigata juss d j middleton livsh,normalized_variant,KNApSAcK World,,,
al_a254a7bbfd70739b982025b0,pl_ba7311e97732daee110adf21,Parameria laevigata (Juss.) Moldenke,parameria laevigata juss moldenke,synonym_variant,KNApSAcK World,,,
al_64292d7c7bfab95e14ab9e7d,pl_bb3c626b01c40da7938c2542,Passiflora foetida L.,passiflora foetida l,normalized_variant,KNApSAcK World,,,
al_245cbd1d57287a806b9e3806,pl_bbadc4b81d50648d6b77dd64,Papaver somniferum L.,papaver somniferum l,normalized_variant,KNApSAcK World,,,
al_507b18f1574c4a4fc36b3ca1,pl_bcae263bad1b90cf4cb0cd3a,Pandanus conoideus Lam.,pandanus conoideus lam,normalized_variant,KNApSAcK World,,,
al_2fdc8d5bc99145718e460fb5,pl_bd01a011b5ff54eaa4a591ee,Crinum asiaticum L.,crinum asiaticum l,normalized_variant,KNApSAcK World,,,
al_b21415486801aa5bb584743e,pl_bd5b8063de478a82191b3239,Mesosphaerum pectinatum (L.) Kuntze,mesosphaerum pectinatum l kuntze,normalized_variant,KNApSAcK World,,,
al_e443d140fe6b72f9f716fdfe,pl_bd5b8063de478a82191b3239,Hyptis pectinata (L.) Poit.,hyptis pectinata l poit,synonym_variant,KNApSAcK World,,,
al_fbd083fc72a4b8e7c600e7eb,pl_be0622f6cb35259c927b9e04,Dysoxylum acutangulum Miq.,dysoxylum acutangulum miq,normalized_variant,KNApSAcK World,,,
al_6ecb13a4dfb9e241833a18ff,pl_be44ada82df1b41ddc7aa1fe,Persea americana Mill.,persea americana mill,normalized_variant,KNApSAcK World,,,
al_0ce253a95ce04d6f3575316d,pl_be8627242c62d56dbbad526e,Asclepias curassavica L.,asclepias curassavica l,normalized_variant,KNApSAcK World,,,
al_175817c31e4ccb2b5829565d,pl_bec6269da8ada12262c4a91f,"Eugenia aromatica Kuntze, 1891",eugenia aromatica kuntze 1891,normalized_variant,KNApSAcK World,,,
al_0cd5c73a7719083a30b7352f,pl_bece0903080e1a6ceaa09878,Duranta erecta L.,duranta erecta l,normalized_variant,KNApSAcK World,,,
al_d793e24fd6daef68df1dcbdc,pl_bece0903080e1a6ceaa09878,Duranta repens L.,duranta repens l,synonym_variant,KNApSAcK World,,,
al_d167378fec528c0fd7a63c0b,pl_bf36045f554639d9e1a91fda,Curcuma longa L.,curcuma longa l,normalized_variant,KNApSAcK World,,,
al_8c18ceb2a712584148bea859,pl_bf36045f554639d9e1a91fda,Curcuma domestica Valeton,curcuma domestica valeton,synonym_variant,KNApSAcK World,,,
al_f04e1c1e100a2492415495ad,pl_bf36045f554639d9e1a91fda,Curcuma soloensis Valeton,curcuma soloensis valeton,synonym_variant,KNApSAcK World,,,
al_c1dc052400a445370cc0c521,pl_bf6472e791546886c0ef8098,Artocarpus altilis (Parkinson) Fosberg,artocarpus altilis parkinson fosberg,normalized_variant,KNApSAcK World,,,
al_6b43e617a7555f6bc3a46dfb,pl_bfb5fd9b7b3f34fdf17c8bd4,Canna indica L.,canna indica l,normalized_variant,KNApSAcK World,,,
al_15522fda31a4e29219772f0b,pl_bfb5fd9b7b3f34fdf17c8bd4,Canna edulis Ker Gawl.,canna edulis ker gawl,synonym_variant,KNApSAcK World,,,
al_4dab823f0e4ed3a828f440d7,pl_c0341187da62aacd80f293d0,Phyllanthus reticulatus Poir.,phyllanthus reticulatus poir,normalized_variant,KNApSAcK World,,,
al_8eafe4ef2fd6da72caaf85c2,pl_c0405ce47863173c0bfbbd0e,Phyllanthus acidus (L.) Skeels,phyllanthus acidus l skeels,normalized_variant,KNApSAcK World,,,
al_0efee9eb02af8b184d32b0c9,pl_c17a12d48b78908ea2278af4,Cuminum cyminum L.,cuminum cyminum l,normalized_variant,KNApSAcK World,,,
al_b19b3189a77cf555d58623a3,pl_c2567949872dfe5b5c1e7ffc,Euphorbia milii Des Moul.,euphorbia milii des moul,normalized_variant,KNApSAcK World,,,
al_fd4f50f93e94cd2cb946305d,pl_c2ba1b8f867456321ab75d99,Euphorbia prostrata Aiton,euphorbia prostrata aiton,normalized_variant,KNApSAcK World,,,
al_d02925b5634bec0d97dbb6d9,pl_c31db5c702d401ac522c3daa,Abutilon indicum (L.) Sweet,abutilon indicum l sweet,normalized_variant,KNApSAcK World,,,
al_1563ae029bffdfc747b9eb3c,pl_c36862b33ce4049fb8191d96,Strobilanthes crispa (L.) Blume,strobilanthes crispa l blume,normalized_variant,KNApSAcK World,,,
al_1472bf71cde4ad895f25b8d8,pl_c3f4f91925e37a3f209eac82,Madhuca longifolia var. latifolia (Roxb.) A.Chev.,madhuca longifolia var latifolia roxb a chev,normalized_variant,KNApSAcK World,,,
al_f6ea33a1174002dc5e86699a,pl_c3f4f91925e37a3f209eac82,Madhuca indica J.F.Gmel.,madhuca indica j f gmel,synonym_variant,KNApSAcK World,,,
al_98a57459d28aafb428693613,pl_c405a8c77c5b418e6762fc3c,Senna tora (L.) Roxb.,senna tora l roxb,normalized_variant,KNApSAcK World,,,
al_78041e3ae97d86e398449180,pl_c42cc1f693d759b3ffd07dbd,Styrax benzoin Dryand.,styrax benzoin dryand,normalized_variant,KNApSAcK World,,,
al_215700799c683edce8a59061,pl_c4ac04c59e6b4600d38a7a50,Oldenlandia corymbosa L.,oldenlandia corymbosa l,normalized_variant,KNApSAcK World,,,
al_6356e0cb5ff33e1a332f3d3d,pl_c4e823a94dc8eb0568f15550,Raphanus sativus L.,raphanus sativus l,normalized_variant,KNApSAcK World,,,
al_95b6b54d9bc4a6bc851316f6,pl_c4ebe8676ce6ca4b4ce2da29,Blumea balsamifera (L.) DC.,blumea balsamifera l dc,normalized_variant,KNApSAcK World,,,
al_dcdc8c77d3b9471ea01b0870,pl_c4f64d659045302053b0d2e5,Momordica charantia L.,momordica charantia l,normalized_variant,KNApSAcK World,,,
al_57513fa6aac7299da0ba35e1,pl_c55d8fffe4dd4a618de24f42,Carapichea ipecacuanha (Brot.) L.Andersson,carapichea ipecacuanha brot l andersson,normalized_variant,KNApSAcK World,,,
al_1c869df754858e6d72719423,pl_c55d8fffe4dd4a618de24f42,Cephaelis ipecacuanha (Brot.) A.Rich.,cephaelis ipecacuanha brot a rich,synonym_variant,KNApSAcK World,,,
al_4c3a9fa45f4863eeb4a8f5b7,pl_c616ec70612294980f7b6a68,Carthamus tinctorius L.,carthamus tinctorius l,normalized_variant,KNApSAcK World,,,
al_2cd9cd7531382f6d0de60b5c,pl_c64b2b43a35fefd2d38a5fbc,Rhinacanthus nasutus (L.) Kuntze,rhinacanthus nasutus l kuntze,normalized_variant,KNApSAcK World,,,
al_26ad2a18e32d63096badf02b,pl_c6626827fdf1ef9cea78a3c7,Ginkgo biloba L.,ginkgo biloba l,normalized_variant,KNApSAcK World,,,
al_b64ed57057e8eca7faacf30d,pl_c71ab4756a601473f90f24c2,Pluchea indica (L.) Less.,pluchea indica l less,normalized_variant,KNApSAcK World,,,
al_cdb42359d6205a3d16839e64,pl_c7b03cb5665c8cb28e3cd2ce,Helicteres isora L.,helicteres isora l,normalized_variant,KNApSAcK World,,,
al_4a71246dbbd7c4c794d93299,pl_c7bec6ecdf945e5d57fff28c,Citrus × aurantium L.,citrus aurantium l,normalized_variant,KNApSAcK World,,,
al_f4c80091da60e8f292fc7475,pl_c85fefd21b04077e38557546,Datura metel L.,datura metel l,normalized_variant,KNApSAcK World,,,
al_c8e1d363f8fc3a31f60490f6,pl_c9085e675f24f39cfd0147fa,Bauhinia purpurea L.,bauhinia purpurea l,normalized_variant,KNApSAcK World,,,
al_3b0d68197b28a90cf36f70ae,pl_ca4aa4b76b180ba7ea05a2eb,Tamarindus indica L.,tamarindus indica l,normalized_variant,KNApSAcK World,,,
al_343f81ec3ec598561872f808,pl_cb5357ec08e368c6712eec32,Cassytha filiformis L.,cassytha filiformis l,normalized_variant,KNApSAcK World,,,
al_2f5e53dd8555b7f753acc667,pl_cc01f3f628288e62ad1f41f3,Peperomia pellucida (L.) Kunth,peperomia pellucida l kunth,normalized_variant,KNApSAcK World,,,
al_ea76c029cb142fd0d16b5998,pl_cc051b38d6ad21ab37b447fb,"Desmodium gangeticum Puri, 1951",desmodium gangeticum puri 1951,normalized_variant,KNApSAcK World,,,
al_592fc085d7f595efffb0ad5d,pl_cc122d9b4404c14b80ec0b5b,Ayapana triplinervis (Vahl) R.M.King & H.Rob.,ayapana triplinervis vahl r m king h rob,normalized_variant,KNApSAcK World,,,
al_35b05e683d7c62b7aad83184,pl_cc122d9b4404c14b80ec0b5b,Eupatorium triplinerve Vahl,eupatorium triplinerve vahl,synonym_variant,KNApSAcK World,,,
al_da43ddd58590e2973d4f625a,pl_ce4e3d01a65bdaa0227884b4,Curcuma aeruginosa Roxb.,curcuma aeruginosa roxb,normalized_variant,KNApSAcK World,,,
al_cdc7109c9b6c40f493d28b4f,pl_ce585943e5703086ea9112e4,Premna corymbosa Rottler,premna corymbosa rottler,normalized_variant,KNApSAcK World,,,
al_e48b49743eab9ee56f974d74,pl_cf6d1daf2404cb318bf952c2,Abelmoschus moschatus (L.) Medik.,abelmoschus moschatus l medik,normalized_variant,KNApSAcK World,,,
al_7fb694de32d1d922016cf396,pl_d0666106e296083354abc115,Dioscorea hispida Dennst.,dioscorea hispida dennst,normalized_variant,KNApSAcK World,,,
al_85f7c9b1024b5f6c2b90c2f1,pl_d0ef71b75e02f1db87a475d0,Allium fistulosum L.,allium fistulosum l,normalized_variant,KNApSAcK World,,,
al_fad89317b5d954073f8bc0a0,pl_d101bf550a4f326a2adfc463,Solanum melongena L.,solanum melongena l,normalized_variant,KNApSAcK World,,,
al_5b5b5c6e5b7fa8bc6306786c,pl_d1626f302a8e59c9bfb09fc7,Phyllodium pulchellum (L.) Desv.,phyllodium pulchellum l desv,normalized_variant,KNApSAcK World,,,
al_dead37adf79dabb4f45db6ca,pl_d27eabd32bf2b94c9e5bffec,Moringa oleifera Lam.,moringa oleifera lam,normalized_variant,KNApSAcK World,,,
al_b1794bb33ffa82eda553bafd,pl_d2dcf02aa491d1cb52fad1c3,Aglaia odorata Lour.,aglaia odorata lour,normalized_variant,KNApSAcK World,,,
al_c91a2d82f12b609f8e19063e,pl_d4d065613f31a28e92cd7ae9,Embelia ribes Burm.fil.,embelia ribes burm fil,normalized_variant,KNApSAcK World,,,
al_a6aa8c6a9a468b52a7906d75,pl_d580445e3b33a86a38f693fd,Parkia speciosa Hassk.,parkia speciosa hassk,normalized_variant,KNApSAcK World,,,
al_e2c39ba5f975f892a4b128f9,pl_d590bffb39a5ddfd821942c0,Sterculia foetida L.,sterculia foetida l,normalized_variant,KNApSAcK World,,,
al_1933ad3f61799689e7906f40,pl_d63cb2b820ab40a3c9196370,Elaeocarpus sphaericus (Gaertn.) Ettingsh.,elaeocarpus sphaericus gaertn ettingsh,normalized_variant,KNApSAcK World,,,
al_b86d48bd32e205d008a7204e,pl_d68d1a06bad47e2f28932f53,Gynandropsis gynandra (L.) Briq.,gynandropsis gynandra l briq,normalized_variant,KNApSAcK World,,,
al_be76d94626495893ef06aa19,pl_d6ba4d50d24ffeb345af18b9,Tridax procumbens L.,tridax procumbens l,normalized_variant,KNApSAcK World,,,
al_864f2310fa4855c7b871cc96,pl_d73841d2a834440ed1b7eb22,Rauvolfia sumatrana Jack,rauvolfia sumatrana jack,normalized_variant,KNApSAcK World,,,
al_241ca343a61addc2b4537e62,pl_d7bd56129d5b8fadf0e5fbaf,Grona styracifolia (Osbeck) H.Ohashi & K.Ohashi,grona styracifolia osbeck h ohashi k ohashi,normalized_variant,KNApSAcK World,,,
al_7f43a7bf73708d5242588933,pl_d7bd56129d5b8fadf0e5fbaf,Desmodium styracifolium (Osbeck) Merr.,desmodium styracifolium osbeck merr,synonym_variant,KNApSAcK World,,,
al_fb7c00fee8b21b14806ea7f8,pl_d7e0e8fc020c595fd671eeb8,Momordica cochinchinensis (Lour.) Spreng.,momordica cochinchinensis lour spreng,normalized_variant,KNApSAcK World,,,
al_670dccf71ad750302a3507a3,pl_d893f615345b613ffbf06aed,Magnolia champaca (L.) Baill. ex Pierre,magnolia champaca l baill ex pierre,normalized_variant,KNApSAcK World,,,
al_a4088c076e96bbad37a06d05,pl_d893f615345b613ffbf06aed,Michelia champaca L.,michelia champaca l,synonym_variant,KNApSAcK World,,,
al_09d0831674d1e8fec135955d,pl_d8966e23e45a01107882e3be,Mimosa pudica L.,mimosa pudica l,normalized_variant,KNApSAcK World,,,
al_503ab2d8dd2f51803d04a77f,pl_d8a4c8336d8a0522ab1d32e3,Neolitsea cassia (L.) Kosterm.,neolitsea cassia l kosterm,normalized_variant,KNApSAcK World,,,
al_638bf2a1cbd6e42b5d678b02,pl_d8f10a645e348c2d3ca1dfc6,Citrus ×aurantium L.,citrus aurantium l,normalized_variant,KNApSAcK World,,,
al_121e54b718ff8068a6ea16f0,pl_d93c2eed945c0be04bc466a7,Mesosphaerum suaveolens (L.) Kuntze,mesosphaerum suaveolens l kuntze,normalized_variant,KNApSAcK World,,,
al_a60c3bad8cfaf106380efb2f,pl_d93c2eed945c0be04bc466a7,Hyptis suaveolens (L.) Poit.,hyptis suaveolens l poit,synonym_variant,KNApSAcK World,,,
al_4aa02ac13662086ed9e03175,pl_d96fa84561d483a8a7094b71,Azadirachta indica A.Juss.,azadirachta indica a juss,normalized_variant,KNApSAcK World,,,
al_124c430d8a7f19c2c3bda974,pl_da015c0c85b33f2832d9bcd2,Sapindus rarak DC.,sapindus rarak dc,normalized_variant,KNApSAcK World,,,
al_0622be7485c915ad9688cad5,pl_dab5caf2de51d2e1129475de,Glycine max (L.) Merr.,glycine max l merr,normalized_variant,KNApSAcK World,,,
al_8f2846492015133ad2f82472,pl_dd9f360f62639977932c5769,Abelmoschus moschatus subsp. moschatus,abelmoschus moschatus subsp moschatus,normalized_variant,KNApSAcK World,,,
al_050dd400cc3ed909289d8292,pl_dd9f360f62639977932c5769,Hibiscus abelmoschus L.,hibiscus abelmoschus l,synonym_variant,KNApSAcK World,,,
al_2d89a769730ee4c3cf16fd12,pl_ddce83666af561e7b0146e59,Kalanchoe pinnata (Lam.) Pers.,kalanchoe pinnata lam pers,normalized_variant,KNApSAcK World,,,
al_1cbf7d3e665530ec52bad71a,pl_ddce83666af561e7b0146e59,Bryophyllum pinnatum (Lam.) Oken,bryophyllum pinnatum lam oken,synonym_variant,KNApSAcK World,,,
al_ccfdd984fe87dfaa91de1ecc,pl_de19cea722a83709552020d4,Excoecaria cochinchinensis Lour.,excoecaria cochinchinensis lour,normalized_variant,KNApSAcK World,,,
al_b0b1612f4da6ca3f6d1deeb0,pl_de50c4a0231041332ff33de9,Jatropha podagrica Hook.,jatropha podagrica hook,normalized_variant,KNApSAcK World,,,
al_0a829d56734ddc8b2435cc9c,pl_de8361430e8c1d837e24cfaf,Alternanthera sessilis (L.) R.Br. ex DC.,alternanthera sessilis l r br ex dc,normalized_variant,KNApSAcK World,,,
al_68cbb3e6844f9e8f7b88f1ed,pl_de8deabde24d5b5bf9cbf05c,Euphorbia heterophylla L.,euphorbia heterophylla l,normalized_variant,KNApSAcK World,,,
al_050b0ffce54b6334b6d049a7,pl_deb4a9280e620b0a814d8912,Hibiscus rosa-sinensis L.,hibiscus rosa sinensis l,normalized_variant,KNApSAcK World,,,
al_e23895ee6cf91d6d9647b152,pl_df1ba4e44cadeac25516776d,Allium tuberosum Rottler ex Spreng.,allium tuberosum rottler ex spreng,normalized_variant,KNApSAcK World,,,
al_3e8768585b2110b3d1fc78de,pl_df29b054fa3762ed9e5d3da3,Cinnamomum verum J.Presl,cinnamomum verum j presl,normalized_variant,KNApSAcK World,,,
al_6f506b4940c308fa0707a6f9,pl_dfa397db93e9f6f9d80ae412,Hippobroma longiflora (L.) G.Don,hippobroma longiflora l g don,normalized_variant,KNApSAcK World,,,
al_6905db50dfff53353ecd728b,pl_dfa397db93e9f6f9d80ae412,Isotoma longiflora (L.) C.Presl,isotoma longiflora l c presl,synonym_variant,KNApSAcK World,,,
al_90acd13255054649d7767598,pl_e01a90aa183d69deb2d79963,Tinospora crispa (L.) Miers ex Hook.fil. & Thomson,tinospora crispa l miers ex hook fil thomson,normalized_variant,KNApSAcK World,,,
al_076b121fc82b27aa26602fde,pl_e07bc835cb4f2acdf7de5144,Metroxylon sagu Rottb.,metroxylon sagu rottb,normalized_variant,KNApSAcK World,,,
al_dea7773f0b9c7954250f3a12,pl_e13c7ad3dbbaa10c431238ab,Eurycoma longifolia Jack,eurycoma longifolia jack,normalized_variant,KNApSAcK World,,,
al_4594e4204ac2471eb9b2ff7a,pl_e1a062a18bffa0a01a640888,"Spilanthes acmella A.Chev., 1920",spilanthes acmella a chev 1920,normalized_variant,KNApSAcK World,,,
al_b02d659b75e919e2bac3975a,pl_e22426258e2dd5a195c75ecd,Ouret lanata (L.) Kuntze,ouret lanata l kuntze,normalized_variant,KNApSAcK World,,,
al_f5ae966fce95cfcf71846032,pl_e22426258e2dd5a195c75ecd,Aerva lanata (L.) Juss. ex Schult.,aerva lanata l juss ex schult,synonym_variant,KNApSAcK World,,,
al_8693f4094282680f169a39f1,pl_e366558514d795facee1bc3a,Euphorbia pulcherrima Willd. ex Klotzsch,euphorbia pulcherrima willd ex klotzsch,normalized_variant,KNApSAcK World,,,
al_d80d6dfd554a261b2eeabbd0,pl_e398a2d579532251b1ba5922,Solanum torvum Sw.,solanum torvum sw,normalized_variant,KNApSAcK World,,,
al_1197bce099aed1ef5961411e,pl_e3bd88cf5b5cb7157dd0c6e8,Mirabilis jalapa L.,mirabilis jalapa l,normalized_variant,KNApSAcK World,,,
al_ab2d2808bfa83199aa3d278c,pl_e433c86e075771c0f9318cdf,Swietenia mahagoni (L.) Jacq.,swietenia mahagoni l jacq,normalized_variant,KNApSAcK World,,,
al_aa44b6635b859afb276ec7eb,pl_e46d82a45832069aa8da1a23,"Vetiveria zizanioides Stapf, 1906",vetiveria zizanioides stapf 1906,normalized_variant,KNApSAcK World,,,
al_3567bad1756769b13ff21997,pl_e4d242dab42012572da07325,Ophiopogon japonicus (Thunb.) Ker Gawl.,ophiopogon japonicus thunb ker gawl,normalized_variant,KNApSAcK World,,,
al_d82b6e98058127cc3911b369,pl_e54d7a4bd5870011910fd582,Casuarina equisetifolia L.,casuarina equisetifolia l,normalized_variant,KNApSAcK World,,,
al_c2938d79cbce0811acc651b8,pl_e65191ce1309767105a2098d,Biancaea sappan (L.) Tod.,biancaea sappan l tod,normalized_variant,KNApSAcK World,,,
al_ec75d9de8c6067fa8e3e5a05,pl_e65191ce1309767105a2098d,Caesalpinia sappan L.,caesalpinia sappan l,synonym_variant,KNApSAcK World,,,
al_7cc5f09212a55ed15fdd161e,pl_e7a150d76275d2d6616731d3,Glycine max subsp. soja (Siebold & Zucc.) H.Ohashi,glycine max subsp soja siebold zucc h ohashi,normalized_variant,KNApSAcK World,,,
al_a3c861dbb765833d99ad8836,pl_e7a150d76275d2d6616731d3,Glycine soja Siebold & Zucc.,glycine soja siebold zucc,synonym_variant,KNApSAcK World,,,
al_421efc49e66fa7835d2e443f,pl_e7c4b9604c5683712288bed4,Curcuma zedoaria (Christm.) Roscoe,curcuma zedoaria christm roscoe,normalized_variant,KNApSAcK World,,,
al_30bae282d0d9cbc4e5f0fd63,pl_e820a8105c3a442e29cb1d54,Aloe vera (L.) Burm.f.,aloe vera l burm f,normalized_variant,KNApSAcK World,,,
al_f98f420f2e3e9753fa8856ee,pl_e825b13cb4a901206a9b615a,Alstonia scholaris (L.) R.Br.,alstonia scholaris l r br,normalized_variant,KNApSAcK World,,,
al_8bd908cfe9e2e0a0ba2fdbec,pl_e947623f7ea41971b88ca74b,Ceiba pentandra (L.) Gaertn.,ceiba pentandra l gaertn,normalized_variant,KNApSAcK World,,,
al_fb517ada2a4a9d7f0a1b8de5,pl_eb005473a598408ac2ba0d7e,Plumeria rubra L.,plumeria rubra l,normalized_variant,KNApSAcK World,,,
al_91d370573ab9790c5ad840e8,pl_eb005473a598408ac2ba0d7e,Plumeria acutifolia Poir.,plumeria acutifolia poir,synonym_variant,KNApSAcK World,,,
al_f5c4d2f6327161f9871f454f,pl_eb82a73e746b8cb331e66f1c,Allium sativum L.,allium sativum l,normalized_variant,KNApSAcK World,,,
al_a64cfaf3cfc3599990fe081b,pl_ebad29126083f69060b53e16,Ipomoea aquatica Forssk.,ipomoea aquatica forssk,normalized_variant,KNApSAcK World,,,
al_7fb2c6a5f50e6418405ab1dc,pl_ebc7fa55cdc0d3a52204e9fb,Citrus maxima (Burm.) Merr.,citrus maxima burm merr,normalized_variant,KNApSAcK World,,,
al_8b5361f53da87fa0931c06d2,pl_ec1aa109d494c443e0bb71e5,Camellia sinensis (L.) Kuntze,camellia sinensis l kuntze,normalized_variant,KNApSAcK World,,,
al_4d3d18bde4790b5c012c85b5,pl_ec1aa109d494c443e0bb71e5,Thea sinensis L.,thea sinensis l,synonym_variant,KNApSAcK World,,,
al_38aac8454ecfea5866df832f,pl_ec498351163fc687d8f28e85,Gnetum gnemon L.,gnetum gnemon l,normalized_variant,KNApSAcK World,,,
al_ab8bb113769bb8c3cf9de1ae,pl_ec71a0ce68473cc35f566e54,Artemisia lactiflora Wall. ex DC.,artemisia lactiflora wall ex dc,normalized_variant,KNApSAcK World,,,
al_9f5e0592a78c5b243d21b9f4,pl_ec7d2ca7432a82b7cd78dc67,Impatiens balsamina L.,impatiens balsamina l,normalized_variant,KNApSAcK World,,,
al_33cf4233602204bbf4cae466,pl_ec9b18dc63bda70a503533c5,Ipomoea cairica (L.) Sweet,ipomoea cairica l sweet,normalized_variant,KNApSAcK World,,,
al_19db9eca2b1bbd1038d5a3ff,pl_ecfcec487e528792618d176a,Arachis hypogaea L.,arachis hypogaea l,normalized_variant,KNApSAcK World,,,
al_6dd030dabc11462209b64584,pl_edcb7550263a3f95df24c6a5,Drymaria cordata (L.) Willd. ex Schult.,drymaria cordata l willd ex schult,normalized_variant,KNApSAcK World,,,
al_32922424b8219ee788ca2b48,pl_ee394b71fefbc560c10a460f,Manihot esculenta Crantz,manihot esculenta crantz,normalized_variant,KNApSAcK World,,,
al_4deaf887a22908eaff518dfc,pl_ee394b71fefbc560c10a460f,Manihot utilissima Pohl,manihot utilissima pohl,synonym_variant,KNApSAcK World,,,
al_7c65cb46321c1b6db0704dfd,pl_ee3d5e31981aa01aa4a3d4ac,Glycyrrhiza glabra L.,glycyrrhiza glabra l,normalized_variant,KNApSAcK World,,,
al_2ef3fd30fc471c047fc32308,pl_eee0a97cde599d9f0524fd7d,Camellia sinensis (L.) Kuntze,camellia sinensis l kuntze,normalized_variant,KNApSAcK World,,,
al_7c0e7ff95f62a2d0613c90ea,pl_f06de6b3364daef74b7f1367,Nymphaea lotus L.,nymphaea lotus l,normalized_variant,KNApSAcK World,,,
al_734756217488a60eeed214ee,pl_f0f0f0dd7c82bcd765bde1ae,Averrhoa carambola L.,averrhoa carambola l,normalized_variant,KNApSAcK World,,,
al_a728e3a9cfe3d996025a9838,pl_f1d90768bdb54ba4f0582a47,Urena lobata L.,urena lobata l,normalized_variant,KNApSAcK World,,,
al_bc0a75b14621e38523b26715,pl_f29ca818de39ea69173d3899,Jatropha multifida L.,jatropha multifida l,normalized_variant,KNApSAcK World,,,
al_d29d6ea0a8c270fa7daa9952,pl_f2c552150432b47945798e8d,Acaciella glauca (L.) L.Rico,acaciella glauca l l rico,normalized_variant,KNApSAcK World,,,
al_f18cbd36cb67e46817f0ba86,pl_f2c552150432b47945798e8d,Leucaena glauca (L.) Benth.,leucaena glauca l benth,synonym_variant,KNApSAcK World,,,
al_3f8068d52965611dbb16c641,pl_f5a31b92897e22f9a05e7522,Oldenlandia corymbosa L.,oldenlandia corymbosa l,normalized_variant,KNApSAcK World,,,
al_dfe75356da1c1c01673a76ae,pl_f5e261a1703e8e0228dc7ea9,Euphorbia antiquorum L.,euphorbia antiquorum l,normalized_variant,KNApSAcK World,,,
al_075524f29fc3e8b537617beb,pl_f6161e3ded0d4120defd97a8,Syzygium aromaticum (L.) Merr. & L.M.Perry,syzygium aromaticum l merr l m perry,normalized_variant,KNApSAcK World,,,
al_70236fdead98d65a685935b6,pl_f62ea76ce304d542add21df9,Solidago virgaurea L.,solidago virgaurea l,normalized_variant,KNApSAcK World,,,
al_4360a6a34161607848cbbf57,pl_f69d432ff77c45aefede97c5,Sophora tomentosa L.,sophora tomentosa l,normalized_variant,KNApSAcK World,,,
al_ff78ec02f798c7fec1f34a0f,pl_f6d7b37aa7fbe126f7473c63,Macropiper methysticum (G.Forst.) Hook. & Arn.,macropiper methysticum g forst hook arn,normalized_variant,KNApSAcK World,,,
al_5a6a7369a0c4f5cf14bc5153,pl_f70d6de145b984951d843882,Phyllanthus amarus Schumach. & Thonn.,phyllanthus amarus schumach thonn,normalized_variant,KNApSAcK World,,,
al_3a1070a7ed0ebef1ba467653,pl_f73cd3a80ba4da44a75c15f6,Solanum lycopersicum L.,solanum lycopersicum l,normalized_variant,KNApSAcK World,,,
al_f04501bf81943c3c6255abf7,pl_f745a36db834c041ca1a0350,Turnera ulmifolia L.,turnera ulmifolia l,normalized_variant,KNApSAcK World,,,
al_af258135b69c4c2ebb989d7a,pl_f80dec8dd1a3f4a0685640d8,Hydrangea macrophylla (Thunb.) Ser.,hydrangea macrophylla thunb ser,normalized_variant,KNApSAcK World,,,
al_38e33f72f5ff0bb2d3ad4d8a,pl_f80f471bbfaa6aece25e68e2,Nyctanthes arbor-tristis L.,nyctanthes arbor tristis l,normalized_variant,KNApSAcK World,,,
al_15366800b14429c0f7aee1f8,pl_f81cafdc27c2216296537302,Melaleuca leucadendra (L.) L.,melaleuca leucadendra l l,normalized_variant,KNApSAcK World,,,
al_1bb49a364af4df6545389e0f,pl_f881886182d1b995104acbea,Borassus flabellifer L.,borassus flabellifer l,normalized_variant,KNApSAcK World,,,
al_5eb2de602cd94191ab4f29eb,pl_f8e5d4cbde3dad69d251356e,Ocimum tenuiflorum L.,ocimum tenuiflorum l,normalized_variant,KNApSAcK World,,,
al_4e6b91151d564a996cf61116,pl_f8e5d4cbde3dad69d251356e,Ocimum sanctum L.,ocimum sanctum l,synonym_variant,KNApSAcK World,,,
al_812bdab8882c70960d404f17,pl_f9c2b750d396a352681f2464,Garcinia dulcis (Roxb.) Kurz,garcinia dulcis roxb kurz,normalized_variant,KNApSAcK World,,,
al_6ccd177a0109e1e3ca778320,pl_f9e3f7b4c662ac0dfd714b89,Foeniculum vulgare Mill.,foeniculum vulgare mill,normalized_variant,KNApSAcK World,,,
al_858ca4107691c500edd8f2f6,pl_f9fa48479e406520fa38f33a,Euphorbia hirta L.,euphorbia hirta l,normalized_variant,KNApSAcK World,,,
al_d2b848954a86981affc1e225,pl_fa4e73cdcfd96f22ff1d782b,Euchresta horsfieldii (Lesch.) Benn.,euchresta horsfieldii lesch benn,normalized_variant,KNApSAcK World,,,
al_a49cbe9d43c43c38aeaa80ec,pl_fb0b948b635a657b836f858e,Canarium indicum L.,canarium indicum l,normalized_variant,KNApSAcK World,,,
